,Description,Lat,Lon,RackType,RackCount,ShelterIndicator,geometry,within
23768,824672_3,1.4076855033565892,103.91070676670935,HDB_RACKS,12,Y,POINT (103.91070676670935 1.4076855033565892),SZ5
23769,824672_4,1.4077461814775083,103.91103366483452,HDB_RACKS,14,Y,POINT (103.91103366483452 1.4077461814775083),SZ5
23770,823673_3,1.4073213675895475,103.91074907135092,HDB_RACKS,8,Y,POINT (103.91074907135092 1.4073213675895475),SZ5
23771,821657_1,1.3988549999994313,103.92206589999998,HDB_RACKS,24,Y,POINT (103.92206589999998 1.3988549999994313),SZ5
23772,821657_2,1.399098599999425,103.92208899999996,HDB_RACKS,30,Y,POINT (103.92208899999996 1.399098599999425),SZ5
23773,821656_3,1.3999744999994177,103.92068829999997,HDB_RACKS,12,Y,POINT (103.92068829999997 1.3999744999994177),SZ5
23774,821655_1,1.3992195999994328,103.92014809999996,HDB_RACKS,16,Y,POINT (103.92014809999996 1.3992195999994328),SZ5
23775,821656_1,1.3998882999994129,103.92068729999995,HDB_RACKS,4,Y,POINT (103.92068729999995 1.3998882999994129),SZ5
23776,822655_1,1.3988582999994112,103.92141709999996,HDB_RACKS,10,Y,POINT (103.92141709999996 1.3988582999994112),SZ5
23777,822565_1,1.3993516999994182,103.92151339999997,HDB_RACKS,34,Y,POINT (103.92151339999997 1.3993516999994182),SZ5
23778,821656_2,1.3999261999994124,103.92091119999996,HDB_RACKS,6,Y,POINT (103.92091119999996 1.3999261999994124),SZ5
23779,822655_2,1.3991937999994273,103.92083069999995,HDB_RACKS,4,Y,POINT (103.92083069999995 1.3991937999994273),SZ5
23780,82232_1,1.41203537719962,103.89768913057152,HDB_RACKS,18,Y,POINT (103.89768913057152 1.41203537719962),SZ2
23781,824323_1,1.4124092563894977,103.89750934177223,HDB_RACKS,16,Y,POINT (103.89750934177223 1.4124092563894977),SZ2
23782,821323_1,1.412371849376542,103.8982107057492,HDB_RACKS,22,Y,POINT (103.8982107057492 1.412371849376542),SZ2
23783,822325_1,1.4129820129176816,103.89817951786668,HDB_RACKS,22,Y,POINT (103.89817951786668 1.4129820129176816),SZ2
23784,PUNGGOL_CENTRAL,1.4057227685875464,103.90176637268912,Yellow Box,10,N,POINT (103.90176637268912 1.4057227685875464),SZ2
23785,82232_2,1.4120249081427751,103.89770993347985,HDB_RACKS,4,Y,POINT (103.89770993347985 1.4120249081427751),SZ2
23786,821325_1,1.413477017524395,103.89835041509724,HDB_RACKS,22,Y,POINT (103.89835041509724 1.413477017524395),SZ2
23787,823323_1,1.4126260979589118,103.89770549219348,HDB_RACKS,16,Y,POINT (103.89770549219348 1.4126260979589118),SZ2
23788,821411_1,1.4177686697199512,103.90571002887371,HDB_RACKS,4,Y,POINT (103.90571002887371 1.4177686697199512),SZ1
23789,821410_1,1.4175988577006455,103.90577051016304,HDB_RACKS,4,Y,POINT (103.90577051016304 1.4175988577006455),SZ1
23790,821401_1,1.4151127313109413,103.90082645736524,HDB_RACKS,12,Y,POINT (103.90082645736524 1.4151127313109413),SZ1
23791,821410_4,1.4176341042139493,103.90567818966156,HDB_RACKS,8,Y,POINT (103.90567818966156 1.4176341042139493),SZ1
23792,822411_2,1.4177206035341996,103.90592332211232,HDB_RACKS,4,Y,POINT (103.90592332211232 1.4177206035341996),SZ1
23793,821410_3,1.4175315664165828,103.90602518832688,HDB_RACKS,8,Y,POINT (103.90602518832688 1.4175315664165828),SZ1
23794,822411_1,1.4177430348979825,103.90580871668573,HDB_RACKS,4,Y,POINT (103.90580871668573 1.4177430348979825),SZ1
23795,821410_2,1.4175732220735635,103.9058946659931,HDB_RACKS,4,Y,POINT (103.9058946659931 1.4175732220735635),SZ1
23796,822423_2,1.4189573194827472,103.90637541837408,HDB_RACKS,10,Y,POINT (103.90637541837408 1.4189573194827472),SZ1
23797,822423_3,1.419040622455208,103.90637860449232,HDB_RACKS,6,Y,POINT (103.90637860449232 1.419040622455208),SZ1
23798,822411_3,1.417688559064181,103.90607612927724,HDB_RACKS,18,Y,POINT (103.90607612927724 1.417688559064181),SZ1
23799,822423_1,1.418934888999673,103.90646137230736,HDB_RACKS,14,Y,POINT (103.90646137230736 1.418934888999673),SZ1
23800,821425_2,1.4195180116268895,103.90642637205856,HDB_RACKS,10,Y,POINT (103.90642637205856 1.4195180116268895),SZ1
23801,821425_1,1.419399465654404,103.90640408379632,HDB_RACKS,34,Y,POINT (103.90640408379632 1.419399465654404),SZ1
23802,822425_1,1.419380236193364,103.90658235951037,HDB_RACKS,24,Y,POINT (103.90658235951037 1.419380236193364),SZ1
23803,821653_1,1.3975839735986262,103.92005223586231,HDB_RACKS,22,Y,POINT (103.92005223586231 1.3975839735986262),SZ5
23804,822653_1,1.3975339210780944,103.92021679829772,HDB_RACKS,26,Y,POINT (103.92021679829772 1.3975339210780944),SZ5
23805,822402_1,1.415266531295003,103.90049537776392,HDB_RACKS,12,Y,POINT (103.90049537776392 1.415266531295003),SZ1
23806,821402_1,1.4151896316805612,103.90064818356886,HDB_RACKS,12,Y,POINT (103.90064818356886 1.4151896316805612),SZ1
23807,823653_1,1.3975597366793184,103.92033545318438,HDB_RACKS,34,Y,POINT (103.92033545318438 1.3975597366793184),SZ5
23808,821654_1,1.3972208368142436,103.92065933384876,HDB_RACKS,16,Y,POINT (103.92065933384876 1.3972208368142436),SZ5
23809,BUS STOP 65061,1.3950482893529608,103.9019912544669,Yellow Box,13,N,POINT (103.9019912544669 1.3950482893529608),SENGKANG TOWN CENTRE
23810,BUS STOP 65081,1.4011021991852477,103.90539279193598,Yellow Box,10,N,POINT (103.90539279193598 1.4011021991852477),SZ3
23811,BUS STOP 65101,1.4087530877400096,103.90861622522888,Yellow Box,10,N,POINT (103.90861622522888 1.4087530877400096),SZ2
23812,BUS STOP 65109,1.4080897246904551,103.90831550671348,Yellow Box,10,N,POINT (103.90831550671348 1.4080897246904551),SZ2
23813,BUS STOP 65139,1.4201630755613115,103.91039527399585,Yellow Box,20,N,POINT (103.91039527399585 1.4201630755613115),SZ1
23814,BUS STOP 65141,1.4048175573906465,103.89728563786134,Yellow Box,10,N,POINT (103.89728563786134 1.4048175573906465),SZ3
23815,BUS STOP 65149,1.404728600686193,103.89691396842971,Yellow Box,10,N,POINT (103.89691396842971 1.404728600686193),SZ3
23816,BUS STOP 65159,1.3988996915825576,103.90624381863556,Yellow Box,10,N,POINT (103.90624381863556 1.3988996915825576),SZ4
23817,BUS STOP 65171,1.394591956555129,103.9119950237536,Yellow Box,10,N,POINT (103.9119950237536 1.394591956555129),SZ4
23818,BUS STOP 65179_R,1.3943975472098882,103.91178609302897,Yellow Box,10,N,POINT (103.91178609302897 1.3943975472098882),SZ4
23819,BUS STOP 65181,1.3969078789622251,103.91764868893787,Yellow Box,10,N,POINT (103.91764868893787 1.3969078789622251),SZ5
23820,BUS STOP 65189,1.3971982959702474,103.91825648647055,Yellow Box,16,N,POINT (103.91825648647055 1.3971982959702474),SZ5
23821,BUS STOP 65201,1.400862790626482,103.90354790787944,Yellow Box,10,N,POINT (103.90354790787944 1.400862790626482),SZ3
23822,BUS STOP 65211,1.402522608918275,103.90255270330373,Yellow Box,8,N,POINT (103.90255270330373 1.402522608918275),SZ3
23823,BUS STOP 65219,1.4031980506664024,103.90320129892248,Yellow Box,10,N,POINT (103.90320129892248 1.4031980506664024),SZ3
23824,BUS STOP 65229,1.4031046724691143,103.90567852857204,Yellow Box,7,N,POINT (103.90567852857204 1.4031046724691143),SZ3
23825,BUS STOP 65231,1.394257336374703,103.91574521577928,Yellow Box,10,N,POINT (103.91574521577928 1.394257336374703),SZ4
23826,BUS STOP 65241,1.3990922239248016,103.90761877313116,Yellow Box,10,N,POINT (103.90761877313116 1.3990922239248016),SZ4
23827,BUS STOP 65281,1.4021869760316434,103.90748455280912,Yellow Box,10,N,POINT (103.90748455280912 1.4021869760316434),SZ5
23828,BUS STOP 65301,1.4045532322472096,103.9093522573138,Yellow Box,10,N,POINT (103.9093522573138 1.4045532322472096),SZ5
23829,BUS STOP 65309,1.4050032249354434,103.9091830624892,Yellow Box,10,N,POINT (103.9091830624892 1.4050032249354434),SZ5
23830,BUS STOP 65311,1.4023352220897476,103.91243820114332,Yellow Box,10,N,POINT (103.91243820114332 1.4023352220897476),SZ5
23831,BUS STOP 65319,1.4024846332632224,103.91264591189714,Yellow Box,10,N,POINT (103.91264591189714 1.4024846332632224),SZ5
23832,BUS STOP 65331,1.40282268668485,103.89834069376836,Yellow Box,8,N,POINT (103.89834069376836 1.40282268668485),SZ3
23833,BUS STOP 65339,1.403301554756267,103.89774857057796,Yellow Box,13,N,POINT (103.89774857057796 1.403301554756267),SZ3
23834,BUS STOP 65341,1.4021384311274392,103.90026192549357,Yellow Box,10,N,POINT (103.90026192549357 1.4021384311274392),SZ3
23835,BUS STOP 65351,1.4059209469760998,103.90483070935277,Yellow Box,13,N,POINT (103.90483070935277 1.4059209469760998),SZ2
23836,BUS STOP 65389,1.401976589391187,103.90990986708768,Yellow Box,10,N,POINT (103.90990986708768 1.401976589391187),SZ5
23837,BUS STOP 65401,1.4065705284537413,103.8987499641707,Yellow Box,10,N,POINT (103.8987499641707 1.4065705284537413),SZ2
23838,BUS STOP 65409,1.4062561301325536,103.89957422830378,Yellow Box,10,N,POINT (103.89957422830378 1.4062561301325536),SZ3
23839,BUS STOP 65429,1.3965664368131292,103.91195494258498,Yellow Box,7,N,POINT (103.91195494258498 1.3965664368131292),SZ4
23840,BUS STOP 65431,1.4027414243307263,103.89681321595756,Yellow Box,10,N,POINT (103.89681321595756 1.4027414243307263),SZ3
23841,BUS STOP 65439,1.4013398578659553,103.8962554624267,Yellow Box,10,N,POINT (103.8962554624267 1.4013398578659553),SZ3
23842,BUS STOP 67431,1.39524928369719,103.89735130639116,Yellow Box,10,N,POINT (103.89735130639116 1.39524928369719),SENGKANG TOWN CENTRE
23843,BUS STOP 67439,1.39551420173084,103.89741011355544,Yellow Box,13,N,POINT (103.89741011355544 1.39551420173084),SENGKANG TOWN CENTRE
23844,CORAL EDGE LRT YB_1,1.3944059113864968,103.91222654366206,Yellow Box,10,N,POINT (103.91222654366206 1.3944059113864968),SZ4
23845,NORTHSHORE DRIVE_R,1.4155941626624426,103.9003006008516,Yellow Box,33,N,POINT (103.9003006008516 1.4155941626624426),SZ1
23846,OPPOSITE WATERFRONT II,1.4160891373175546,103.90059674338808,Yellow Box,13,N,POINT (103.90059674338808 1.4160891373175546),SZ1
23847,PUNGGOL MARINA_R,1.4159775155746277,103.90019231637034,Yellow Box,33,N,POINT (103.90019231637034 1.4159775155746277),SZ1
23848,PUNGGOL MRT D4_R,1.404107676416663,103.9016424966631,MRT_RACKS,8,N,POINT (103.9016424966631 1.404107676416663),SZ3
23849,PUNGGOL MRT D4_R2,1.403968624407696,103.90190089478956,MRT_RACKS,8,N,POINT (103.90190089478956 1.403968624407696),SZ3
23850,PUNGGOL MRT YB_2R,1.406438127588028,103.90292585018469,Yellow Box,10,N,POINT (103.90292585018469 1.406438127588028),SZ2
23851,PUNGGOL POINT LRT YB_1,1.4172177950532805,103.90532743276324,Yellow Box,8,N,POINT (103.90532743276324 1.4172177950532805),SZ1
23852,S11 DORMITORY,1.4158234464026414,103.89525421311664,Yellow Box,20,N,POINT (103.89525421311664 1.4158234464026414),SL - SELETAR
23853,PUNGGOL POINT PARK CONNECTOR,1.4207635619404035,103.9106500856279,Yellow Box,20,N,POINT (103.9106500856279 1.4207635619404035),SZ1
23854,PUNGGOL WATERWAY PARK (NEAR SUNRISE BRIDGE),1.398880813559897,103.92060493829533,Yellow Box,10,N,POINT (103.92060493829533 1.398880813559897),SZ5
23855,PUNGGOL WATERWAY PARK (SAFRA),1.410374554495961,103.90679280004709,Yellow Box,10,N,POINT (103.90679280004709 1.410374554495961),SZ2
23856,PUNGGOL WATERWAY PARK (UNDER PUNGGOL WALK),1.4080563115381035,103.9018824391306,Yellow Box,20,N,POINT (103.9018824391306 1.4080563115381035),SZ2
23857,PUNGGOL WATERWAY PARK (WATERWAY POINT),1.407049076153585,103.90250093195108,Yellow Box,20,N,POINT (103.90250093195108 1.407049076153585),SZ2
23858,PUNGGOL WATERWAY PARK (WATERWAY SUNDEW),1.4025599083657234,103.91582630455106,Yellow Box,10,N,POINT (103.91582630455106 1.4025599083657234),SZ5
23859,PUNGGOL FIELD BLOCK 108_YB,1.396547675285459,103.90905124734212,Yellow Box,41,N,POINT (103.90905124734212 1.396547675285459),SZ4
23860,PUNGGOL MRT A1,1.4060686890015004,103.9027225619844,MRT_RACKS,28,N,POINT (103.9027225619844 1.4060686890015004),SZ2
23861,PUNGGOL MRT A3,1.4063764833794892,103.90305267688676,MRT_RACKS,48,N,POINT (103.90305267688676 1.4063764833794892),SZ2
23862,PUNGGOL MRT A4,1.4068129678771817,103.903101237949,MRT_RACKS,76,N,POINT (103.903101237949 1.4068129678771817),SZ2
23863,PUNGGOL MRT A5,1.4060409741531672,103.90309797848433,MRT_RACKS,54,N,POINT (103.90309797848433 1.4060409741531672),SZ2
23864,PUNGGOL MRT D1,1.4043166439867854,103.90170196788053,MRT_RACKS,34,N,POINT (103.90170196788053 1.4043166439867854),SZ3
23865,PUNGGOL MRT D2,1.4038349251464732,103.90165876721348,MRT_RACKS,52,N,POINT (103.90165876721348 1.4038349251464732),SZ3
23866,PUNGGOL MRT D3,1.4040458814970698,103.90178408766012,MRT_RACKS,16,N,POINT (103.90178408766012 1.4040458814970698),SZ3
23867,PUNGGOL MRT D4,1.4041555762960063,103.90206172613615,MRT_RACKS,16,N,POINT (103.90206172613615 1.4041555762960063),SZ3
23868,PUNGGOL MRT D5,1.4039853672149187,103.90153593145772,MRT_RACKS,40,N,POINT (103.90153593145772 1.4039853672149187),SZ3
23869,PUNGGOL MRT YB_3,1.4038276356968225,103.90188150053524,Yellow Box,50,N,POINT (103.90188150053524 1.4038276356968225),SZ3
23870,CONEY ISLAND PARK (BOARDWALK),1.4090617910128838,103.92261003196666,NPARKS_RACKS,3,N,POINT (103.92261003196666 1.4090617910128838),SZ6
23871,CONEY ISLAND PARK (EAST ENTRANCE),1.4021240223159457,103.92996344217276,NPARKS_RACKS,4,N,POINT (103.92996344217276 1.4021240223159457),SZ6
23872,CONEY ISLAND PARK (WEST ENTRANCE),1.4163618336607608,103.9152330206569,NPARKS_RACKS,4,N,POINT (103.9152330206569 1.4163618336607608),SZ6
23873,LORONG HALUS WETLAND RESERVE,1.3957393231873676,103.92270375595773,NPARKS_RACKS,20,N,POINT (103.92270375595773 1.3957393231873676),PASIR RIS WEST
23874,PUNGGOL PROMENADE (SRFS),1.3976715943764777,103.92218102753372,NPARKS_RACKS,2,N,POINT (103.92218102753372 1.3976715943764777),SZ5
23875,PUNGGOL PROMENADE NATURE WALK (SHELTER 1),1.4005124953384955,103.92563819742207,NPARKS_RACKS,10,N,POINT (103.92563819742207 1.4005124953384955),SZ6
23876,PUNGGOL PROMENADE NATURE WALK (SHELTER 2),1.4072318314869463,103.91848864313432,NPARKS_RACKS,10,N,POINT (103.91848864313432 1.4072318314869463),SZ6
23877,PUNGGOL PROMENADE NATURE WALK (SHELTER 3),1.4150561418624392,103.9142722973919,NPARKS_RACKS,10,N,POINT (103.9142722973919 1.4150561418624392),SZ6
23878,PUNGGOL PROMENADE NATURE WALK (TOILET BLOCK 1),1.393864305713925,103.91851431239256,NPARKS_RACKS,10,N,POINT (103.91851431239256 1.393864305713925),SZ4
23879,PUNGGOL PROMENADE NATURE WALK (TOILET BLOCK 2),1.4209811855627958,103.9109748325672,NPARKS_RACKS,8,N,POINT (103.9109748325672 1.4209811855627958),SZ1
23880,PUNGGOL PROMENADE NATURE WALK 1 (WOODEN DECK 2),1.3968908957371795,103.92121635760296,NPARKS_RACKS,10,N,POINT (103.92121635760296 1.3968908957371795),SZ5
23881,PUNGGOL PROMENADE NATURE WALK 2,1.3968884890788291,103.92121241542668,NPARKS_RACKS,10,N,POINT (103.92121241542668 1.3968884890788291),SZ5
23882,PUNGGOL PROMENADE NATURE WALK 3,1.3968856704368695,103.9212096146009,NPARKS_RACKS,10,N,POINT (103.9212096146009 1.3968856704368695),SZ5
23883,820112-1,1.3965377837453112,103.90697210215144,HDB_RACKS,6,N,POINT (103.90697210215144 1.3965377837453112),SZ4
23884,820218-1,1.403285460835925,103.89491365235004,HDB_RACKS,30,N,POINT (103.89491365235004 1.403285460835925),SZ3
23885,821264-1,1.4058587015486834,103.89829328103804,HDB_RACKS,3,N,POINT (103.89829328103804 1.4058587015486834),SZ3
23886,821264-2,1.4058051494310504,103.8983824615301,HDB_RACKS,10,N,POINT (103.8983824615301 1.4058051494310504),SZ3
23887,821265-1,1.4055716338017086,103.8984741547716,HDB_RACKS,13,N,POINT (103.8984741547716 1.4055716338017086),SZ3
23888,822273-1,1.4020931547643232,103.90189808500256,HDB_RACKS,3,N,POINT (103.90189808500256 1.4020931547643232),SZ3
23889,822273-2,1.4021198371567458,103.90189008076214,HDB_RACKS,4,N,POINT (103.90189008076214 1.4021198371567458),SZ3
23890,822669-5,1.4043327602726987,103.9136474344502,HDB_RACKS,7,N,POINT (103.9136474344502 1.4043327602726987),SZ5
23891,822669-6,1.404273884083126,103.91373833951262,HDB_RACKS,9,N,POINT (103.91373833951262 1.404273884083126),SZ5
23892,822669-7,1.404298549038137,103.91368379612965,HDB_RACKS,9,N,POINT (103.91368379612965 1.404298549038137),SZ5
23893,823195-2,1.401167248434842,103.90660405614928,HDB_RACKS,48,N,POINT (103.90660405614928 1.401167248434842),SZ4
23894,823273-1,1.4023091193010766,103.90109778579269,HDB_RACKS,5,N,POINT (103.90109778579269 1.4023091193010766),SZ3
23895,823679-2,1.4064027255716938,103.90888525377908,HDB_RACKS,14,N,POINT (103.90888525377908 1.4064027255716938),SZ5
23896,BUS STOP 99091,1.3909629922539437,103.97977210665417,Yellow Box,10,N,POINT (103.97977210665417 1.3909629922539437),CHANGI POINT
23897,TURNHOUSE PARK,1.3906672773800732,103.97928585749273,NPARKS_RACKS,7,N,POINT (103.97928585749273 1.3906672773800732),CHANGI POINT
23898,BUS STOP 49239,1.4405947376069852,103.72794074572305,Yellow Box,10,N,POINT (103.72794074572305 1.4405947376069852),LIM CHU KANG
23899,SUNGEI BULOH WETLAND RESERVE (NEO TIEW CRESCENT),1.445149236698651,103.72996092640378,NPARKS_RACKS,10,N,POINT (103.72996092640378 1.445149236698651),LIM CHU KANG
23900,WOODLANDS NORTH MRT EXIT 1_1,1.447892855543215,103.7855399992426,MRT_RACKS,136,N,POINT (103.7855399992426 1.447892855543215),GREENWOOD PARK
23901,MARSILING DRIVE BLOCK 30_YB,1.442682708577146,103.77206494275252,Yellow Box,16,N,POINT (103.77206494275252 1.442682708577146),NORTH COAST
23902,MARSILING DRIVE BLOCK 31_YB,1.4428646387364723,103.77205193280028,Yellow Box,16,N,POINT (103.77205193280028 1.4428646387364723),NORTH COAST
23903,MARSILING DRIVE BLOCK 36_YB,1.4454561666811874,103.77204536083876,Yellow Box,16,N,POINT (103.77204536083876 1.4454561666811874),NORTH COAST
23904,MARSILING LANE BLOCK 18_YB,1.4430598118374816,103.77802646452436,Yellow Box,16,N,POINT (103.77802646452436 1.4430598118374816),WOODLANDS WEST
23905,MARSILING LANE BLOCK 19_YB,1.4439825442951617,103.77767140319472,Yellow Box,16,N,POINT (103.77767140319472 1.4439825442951617),WOODLANDS WEST
23906,MARSILING LANE BLOCK 20_YB,1.4437534744119227,103.77683908291635,Yellow Box,16,N,POINT (103.77683908291635 1.4437534744119227),WOODLANDS WEST
23907,MARSILING ROAD BLOCK 3_YB,1.4396017722925163,103.77599255534795,Yellow Box,16,N,POINT (103.77599255534795 1.4396017722925163),WOODLANDS WEST
23908,WOODLANDS NORTH MRT EXIT 2_1,1.448653309144753,103.78526274949344,MRT_RACKS,76,N,POINT (103.78526274949344 1.448653309144753),GREENWOOD PARK
23909,MARSILING INDUSTRIAL ESTATE (BLOCK 10_1),1.4408565466617924,103.78111274560388,Yellow Box,13,N,POINT (103.78111274560388 1.4408565466617924),WOODLANDS REGIONAL CENTRE
23910,MARSILING INDUSTRIAL ESTATE (BLOCK 10_2),1.4408417891806309,103.78114416902685,Yellow Box,13,N,POINT (103.78114416902685 1.4408417891806309),WOODLANDS REGIONAL CENTRE
23911,730003-1,1.439387765920307,103.77661223676544,HDB_RACKS,10,Y,POINT (103.77661223676544 1.439387765920307),WOODLANDS WEST
23912,730006-1,1.4421351169459231,103.77665851569336,HDB_RACKS,5,Y,POINT (103.77665851569336 1.4421351169459231),WOODLANDS WEST
23913,730007-1,1.4417059877336968,103.77659827535116,HDB_RACKS,6,Y,POINT (103.77659827535116 1.4417059877336968),WOODLANDS WEST
23914,730008-1,1.4413188464318776,103.77685782758525,HDB_RACKS,6,Y,POINT (103.77685782758525 1.4413188464318776),WOODLANDS WEST
23915,730012-1,1.4406192284977446,103.7787627024874,HDB_RACKS,4,Y,POINT (103.7787627024874 1.4406192284977446),WOODLANDS WEST
23916,730012-2,1.4404699628529918,103.77860049194712,HDB_RACKS,6,Y,POINT (103.77860049194712 1.4404699628529918),WOODLANDS WEST
23917,730013-1,1.4409737358347647,103.7792029896702,HDB_RACKS,5,Y,POINT (103.7792029896702 1.4409737358347647),WOODLANDS WEST
23918,730015-1,1.4420512040453102,103.77856337662368,HDB_RACKS,6,Y,POINT (103.77856337662368 1.4420512040453102),WOODLANDS WEST
23919,730015-2,1.442652901213759,103.77797012136344,HDB_RACKS,15,Y,POINT (103.77797012136344 1.442652901213759),WOODLANDS WEST
23920,730016-1,1.442321734435244,103.77828992320224,HDB_RACKS,6,Y,POINT (103.77828992320224 1.442321734435244),WOODLANDS WEST
23921,730022-1,1.441789888049186,103.77427629243978,HDB_RACKS,10,Y,POINT (103.77427629243978 1.441789888049186),NORTH COAST
23922,730023-1,1.4415846395141332,103.77375721221009,HDB_RACKS,4,Y,POINT (103.77375721221009 1.4415846395141332),NORTH COAST
23923,730024-1,1.441533293047357,103.7723389979064,HDB_RACKS,7,Y,POINT (103.7723389979064 1.441533293047357),NORTH COAST
23924,730025-1,1.4419670834353802,103.77227873540376,HDB_RACKS,7,Y,POINT (103.77227873540376 1.4419670834353802),NORTH COAST
23925,730027-1,1.4422796517143843,103.77421602875876,HDB_RACKS,8,Y,POINT (103.77421602875876 1.4422796517143843),NORTH COAST
23926,730028-1,1.442820714904947,103.77380352704613,HDB_RACKS,4,Y,POINT (103.77380352704613 1.442820714904947),NORTH COAST
23927,730029-1,1.4429233156826906,103.77317320590004,HDB_RACKS,5,Y,POINT (103.77317320590004 1.4429233156826906),NORTH COAST
23928,730029-2,1.4419764425402677,103.77340960008738,HDB_RACKS,10,Y,POINT (103.77340960008738 1.4419764425402677),NORTH COAST
23929,730030-1,1.442601458860791,103.77275609195664,HDB_RACKS,10,Y,POINT (103.77275609195664 1.442601458860791),NORTH COAST
23930,730031-1,1.4429466161253683,103.7723621337691,HDB_RACKS,5,Y,POINT (103.7723621337691 1.4429466161253683),NORTH COAST
23931,730033-1,1.443487683637236,103.77212574988872,HDB_RACKS,5,Y,POINT (103.77212574988872 1.443487683637236),NORTH COAST
23932,730033-2,1.4435156631971684,103.7718662061722,HDB_RACKS,8,Y,POINT (103.7718662061722 1.4435156631971684),NORTH COAST
23933,730034-1,1.44395878935468,103.7720608515798,HDB_RACKS,5,Y,POINT (103.7720608515798 1.44395878935468),NORTH COAST
23934,730034-2,1.4439354621490976,103.77187546429744,HDB_RACKS,6,Y,POINT (103.77187546429744 1.4439354621490976),NORTH COAST
