,Description,Lat,Lon,RackType,RackCount,ShelterIndicator,geometry,within
13356,570230-1,1.3579433990322636,103.8454448967044,HDB_RACKS,5,Y,POINT (103.8454448967044 1.3579433990322636),MARYMOUNT
13357,570232-1,1.3582377870651303,103.84544867583134,HDB_RACKS,5,Y,POINT (103.84544867583134 1.3582377870651303),MARYMOUNT
13358,570236-1,1.3589742915949512,103.84709844832646,HDB_RACKS,4,Y,POINT (103.84709844832646 1.3589742915949512),MARYMOUNT
13359,570237-1,1.3592643333773526,103.8472830168582,HDB_RACKS,4,Y,POINT (103.8472830168582 1.3592643333773526),MARYMOUNT
13360,570237-2,1.3592056725155304,103.84737476033006,HDB_RACKS,5,Y,POINT (103.84737476033006 1.3592056725155304),MARYMOUNT
13361,570237-3,1.3595587234240447,103.84695058227044,HDB_RACKS,5,Y,POINT (103.84695058227044 1.3595587234240447),MARYMOUNT
13362,570237-4,1.3596054347331572,103.846889060197,HDB_RACKS,8,Y,POINT (103.846889060197 1.3596054347331572),MARYMOUNT
13363,570238-1,1.3596655604605556,103.84470131170151,HDB_RACKS,5,Y,POINT (103.84470131170151 1.3596655604605556),MARYMOUNT
13364,570239-1,1.3603570520675032,103.84472473742916,HDB_RACKS,4,Y,POINT (103.84472473742916 1.3603570520675032),MARYMOUNT
13365,570239-2,1.3602941893939364,103.84467528972196,HDB_RACKS,6,Y,POINT (103.84467528972196 1.3602941893939364),MARYMOUNT
13366,570241-1,1.3606936261410898,103.84559397269015,HDB_RACKS,3,Y,POINT (103.84559397269015 1.3606936261410898),MARYMOUNT
13367,570241-2,1.360746012196183,103.84553541684969,HDB_RACKS,7,Y,POINT (103.84553541684969 1.360746012196183),MARYMOUNT
13368,570242-1,1.3612449893147902,103.84493944756736,HDB_RACKS,4,Y,POINT (103.84493944756736 1.3612449893147902),MARYMOUNT
13369,570242-2,1.3613091621777578,103.84486787924472,HDB_RACKS,4,Y,POINT (103.84486787924472 1.3613091621777578),MARYMOUNT
13370,570243-1,1.361153315878591,103.84460112258976,HDB_RACKS,6,Y,POINT (103.84460112258976 1.361153315878591),MARYMOUNT
13371,570243-2,1.3611939149969083,103.84455557908252,HDB_RACKS,8,Y,POINT (103.84455557908252 1.3611939149969083),MARYMOUNT
13372,570245-1,1.3605796929646654,103.84440463146947,HDB_RACKS,4,Y,POINT (103.84440463146947 1.3605796929646654),MARYMOUNT
13373,570249-1,1.3610590241231777,103.8440324766396,HDB_RACKS,2,Y,POINT (103.8440324766396 1.3610590241231777),MARYMOUNT
13374,570249-2,1.3611114101634112,103.84396871571651,HDB_RACKS,3,Y,POINT (103.84396871571651 1.3611114101634112),MARYMOUNT
13375,570249-3,1.3611598672585437,103.84391015981352,HDB_RACKS,3,Y,POINT (103.84391015981352 1.3611598672585437),MARYMOUNT
13376,570250-1,1.3615894294449205,103.8440975414492,HDB_RACKS,4,Y,POINT (103.8440975414492 1.3615894294449205),MARYMOUNT
13377,570250-2,1.3614532258077026,103.84424588315343,HDB_RACKS,5,Y,POINT (103.84424588315343 1.3614532258077026),MARYMOUNT
13378,570252-1,1.3618474287092732,103.84420944999566,HDB_RACKS,4,Y,POINT (103.84420944999566 1.3618474287092732),MARYMOUNT
13379,570252-2,1.3617649206644336,103.84430704320548,HDB_RACKS,4,Y,POINT (103.84430704320548 1.3617649206644336),MARYMOUNT
13380,570252-3,1.361946962710445,103.84396221312105,HDB_RACKS,7,Y,POINT (103.84396221312105 1.361946962710445),MARYMOUNT
13381,570256-3,1.3606307722695046,103.84367723404372,HDB_RACKS,5,Y,POINT (103.84367723404372 1.3606307722695046),MARYMOUNT
13382,570288-1,1.3569190168743792,103.8451286456834,HDB_RACKS,4,Y,POINT (103.8451286456834 1.3569190168743792),MARYMOUNT
13383,570288-2,1.3568114724442897,103.84522902355693,HDB_RACKS,6,Y,POINT (103.84522902355693 1.3568114724442897),MARYMOUNT
13384,570288-3,1.356771279316373,103.84519448456942,HDB_RACKS,7,Y,POINT (103.84519448456942 1.356771279316373),MARYMOUNT
13385,570289-1,1.3566898079475314,103.8449322051318,HDB_RACKS,4,Y,POINT (103.8449322051318 1.3566898079475314),MARYMOUNT
13386,570289-2,1.3566496139898334,103.84508655018118,HDB_RACKS,6,Y,POINT (103.84508655018118 1.3566496139898334),MARYMOUNT
13387,570289-3,1.3566061619774887,103.84505309053944,HDB_RACKS,6,Y,POINT (103.84505309053944 1.3566061619774887),MARYMOUNT
13388,570290-1,1.3561108086004872,103.84490413964284,HDB_RACKS,3,Y,POINT (103.84490413964284 1.3561108086004872),MARYMOUNT
13389,570290-2,1.3562943937279954,103.8449095372082,HDB_RACKS,7,Y,POINT (103.8449095372082 1.3562943937279954),MARYMOUNT
13390,570290-3,1.356259631828226,103.84495378985716,HDB_RACKS,7,Y,POINT (103.84495378985716 1.356259631828226),MARYMOUNT
13391,570290-4,1.356210747949066,103.84500991518053,HDB_RACKS,7,Y,POINT (103.84500991518053 1.356210747949066),MARYMOUNT
13392,570290-5,1.3561738134182588,103.84505092974624,HDB_RACKS,7,Y,POINT (103.84505092974624 1.3561738134182588),MARYMOUNT
13393,570290-6,1.356046716242295,103.8449904863358,HDB_RACKS,7,Y,POINT (103.8449904863358 1.356046716242295),MARYMOUNT
13394,570291-1,1.3559913144967377,103.84505092886864,HDB_RACKS,4,Y,POINT (103.84505092886864 1.3559913144967377),MARYMOUNT
13395,570291-2,1.3560662689007803,103.84516965638493,HDB_RACKS,7,Y,POINT (103.84516965638493 1.3560662689007803),MARYMOUNT
13396,570291-3,1.3560315069110904,103.84521282966946,HDB_RACKS,7,Y,POINT (103.84521282966946 1.3560315069110904),MARYMOUNT
13397,570291-4,1.3559804504606612,103.84527111359492,HDB_RACKS,7,Y,POINT (103.84527111359492 1.3559804504606612),MARYMOUNT
13398,570291-5,1.355946774802412,103.84531212825868,HDB_RACKS,7,Y,POINT (103.84531212825868 1.355946774802412),MARYMOUNT
13399,570292-1,1.3560608347959866,103.84568342082828,HDB_RACKS,3,Y,POINT (103.84568342082828 1.3560608347959866),MARYMOUNT
13400,570292-2,1.3560315054215604,103.84551072677635,HDB_RACKS,6,Y,POINT (103.84551072677635 1.3560315054215604),MARYMOUNT
13401,570292-3,1.356072784771812,103.8455463450306,HDB_RACKS,6,Y,POINT (103.8455463450306 1.356072784771812),MARYMOUNT
13402,570292-4,1.3561303586049014,103.8455981535372,HDB_RACKS,6,Y,POINT (103.8455981535372 1.3561303586049014),MARYMOUNT
13403,570292-5,1.3561727241968895,103.8456316131765,HDB_RACKS,6,Y,POINT (103.8456316131765 1.3561727241968895),MARYMOUNT
13404,570293-1,1.3563932427980905,103.8458204983894,HDB_RACKS,6,Y,POINT (103.8458204983894 1.3563932427980905),MARYMOUNT
13405,570293-2,1.3564366946868007,103.84585827537884,HDB_RACKS,6,Y,POINT (103.84585827537884 1.3564366946868007),MARYMOUNT
13406,570293-3,1.356294389612065,103.8457352302336,HDB_RACKS,7,Y,POINT (103.8457352302336 1.356294389612065),MARYMOUNT
13407,570293-4,1.3563367552757302,103.84577192785773,HDB_RACKS,7,Y,POINT (103.84577192785773 1.3563367552757302),MARYMOUNT
13408,AMK AUTOPOINT,1.3773652175533029,103.86928999709184,Yellow Box,25,N,POINT (103.86928999709184 1.3773652175533029),SERANGOON NORTH
13409,AMK TECH II (CARGO LIFT),1.3779576343012043,103.87059926641948,Yellow Box,23,N,POINT (103.87059926641948 1.3779576343012043),SERANGOON NORTH
13410,AMK TECH II (FACING MAIN ROAD),1.3783835177220742,103.87037931724632,Yellow Box,27,N,POINT (103.87037931724632 1.3783835177220742),SERANGOON NORTH
13411,AMK TECH II (LIFT LOBBY LEFT),1.3780482783088597,103.87145395306942,Yellow Box,17,N,POINT (103.87145395306942 1.3780482783088597),SERANGOON NORTH
13412,AMK TECH II (LIFT LOBBY RIGHT),1.3779976786417043,103.87145814189844,Yellow Box,29,N,POINT (103.87145814189844 1.3779976786417043),SERANGOON NORTH
13413,AMK TECH II (SECURITY POST),1.3779808332550922,103.87012164856677,Yellow Box,16,N,POINT (103.87012164856677 1.3779808332550922),SERANGOON NORTH
13414,AMK TECHLINK (LOBBY A),1.377352559805591,103.86980322686992,Yellow Box,12,N,POINT (103.86980322686992 1.377352559805591),SERANGOON NORTH
13415,ANG MO KIO INDUSTRIAL PARK 1 (BLOCK 491),1.357539441881109,103.85587865884786,Yellow Box,13,N,POINT (103.85587865884786 1.357539441881109),CHONG BOON
13416,ANG MO KIO INDUSTRIAL PARK 2 (BLOCK 5023),1.371197919141924,103.86351016866342,Yellow Box,60,N,POINT (103.86351016866342 1.371197919141924),SERANGOON NORTH
13417,ANG MO KIO INDUSTRIAL PARK 2 (BLOCK 5036),1.3723132386066774,103.86190765149664,Yellow Box,100,N,POINT (103.86190765149664 1.3723132386066774),SERANGOON NORTH
13418,ANG MO KIO INDUSTRIAL PARK 2 (BLOCK 5054),1.3746829881551277,103.86179874931408,Yellow Box,19,N,POINT (103.86179874931408 1.3746829881551277),SERANGOON NORTH
13419,ANG MO KIO INDUSTRIAL PARK 2 (BLOCK 5057),1.3742191813683768,103.85981705011832,Yellow Box,35,N,POINT (103.85981705011832 1.3742191813683768),SERANGOON NORTH
13420,ANG MO KIO INDUSTRIAL PARK 2 (BLOCK 5058),1.3749866017377013,103.86043712361244,Yellow Box,86,N,POINT (103.86043712361244 1.3749866017377013),SERANGOON NORTH
13421,DEFU INDUSTRIAL EXIT (BLOCK 1),1.3589890136696567,103.8935858429104,Yellow Box,16,N,POINT (103.8935858429104 1.3589890136696567),DEFU INDUSTRIAL PARK
13422,BUS STOP 66331,1.3716812043053694,103.87046335411816,Yellow Box,10,N,POINT (103.87046335411816 1.3716812043053694),SERANGOON NORTH
13423,BUS STOP 66311,1.3676213382061002,103.874300099973,Yellow Box,10,N,POINT (103.874300099973 1.3676213382061002),SERANGOON GARDEN
13424,116 HIGHLAND ROAD,1.3594361973411546,103.8806397572257,Yellow Box,8,N,POINT (103.8806397572257 1.3594361973411546),ROSYTH
13425,41 FLOWER ROAD,1.3609744684258605,103.87981350703382,Yellow Box,10,N,POINT (103.87981350703382 1.3609744684258605),ROSYTH
13426,ANG MO KIO AVENUE 8_B,1.3651400808228031,103.85220785984792,Yellow Box,10,N,POINT (103.85220785984792 1.3651400808228031),CHONG BOON
13427,ANG MO KIO AVENUE 8_C,1.36160093178504,103.85311815732332,Yellow Box,10,N,POINT (103.85311815732332 1.36160093178504),CHONG BOON
13428,ANG MO KIO AVENUE 8_D,1.3603863188670098,103.85265518235283,Yellow Box,10,N,POINT (103.85265518235283 1.3603863188670098),CHONG BOON
13429,BARTLEY MRT YB_1,1.3421908615578515,103.88033555222644,Yellow Box,10,N,POINT (103.88033555222644 1.3421908615578515),BIDADARI
13430,BARTLEY MRT YB_2,1.3435849844708865,103.87882247323456,Yellow Box,6,N,POINT (103.87882247323456 1.3435849844708865),SERANGOON CENTRAL
13431,BISHAN MRT YB_1,1.3510412853810312,103.8498516462656,Yellow Box,11,N,POINT (103.8498516462656 1.3510412853810312),BISHAN EAST
13432,BISHAN MRT_YB1,1.3507915153589418,103.84796087614194,Yellow Box,8,N,POINT (103.84796087614194 1.3507915153589418),BISHAN EAST
13433,793403-1,1.3884345232478656,103.87292356255446,HDB_RACKS,4,Y,POINT (103.87292356255446 1.3884345232478656),JALAN KAYU EAST
13434,793403-2,1.3883520091940296,103.87291160480488,HDB_RACKS,4,Y,POINT (103.87291160480488 1.3883520091940296),JALAN KAYU EAST
13435,793403-3,1.3882901232825964,103.87292868428814,HDB_RACKS,4,Y,POINT (103.87292868428814 1.3882901232825964),JALAN KAYU EAST
13436,793403-4,1.3883348176213424,103.87297992639004,HDB_RACKS,4,Y,POINT (103.87297992639004 1.3883348176213424),JALAN KAYU EAST
13437,793403-5,1.3885118809677377,103.87288257075164,HDB_RACKS,7,Y,POINT (103.87288257075164 1.3885118809677377),JALAN KAYU EAST
13438,794403-1,1.388262615731927,103.87309265626202,HDB_RACKS,5,Y,POINT (103.87309265626202 1.388262615731927),JALAN KAYU EAST
13439,794403-2,1.388341691895621,103.8730909494778,HDB_RACKS,6,Y,POINT (103.8730909494778 1.388341691895621),JALAN KAYU EAST
13440,794403-3,1.3883055914570988,103.87311998567404,HDB_RACKS,8,Y,POINT (103.87311998567404 1.3883055914570988),JALAN KAYU EAST
13441,ANG MO KIO AVENUE 1 BLOCK 304_YB,1.3663197914849796,103.8451093166553,Yellow Box,10,Y,POINT (103.8451093166553 1.3663197914849796),TOWNSVILLE
13442,ANG MO KIO AVENUE 1 BLOCK 341_YB,1.3639984333426356,103.84824900191305,Yellow Box,15,Y,POINT (103.84824900191305 1.3639984333426356),TOWNSVILLE
13443,ANG MO KIO AVENUE 10 BLOCK 409_YB,1.3627758882497116,103.85563197677077,Yellow Box,15,Y,POINT (103.85563197677077 1.3627758882497116),CHONG BOON
13444,ANG MO KIO AVENUE 10 BLOCK 432_YB,1.368374415670202,103.85364865133978,Yellow Box,10,Y,POINT (103.85364865133978 1.368374415670202),CHONG BOON
13445,ANG MO KIO AVENUE 10 BLOCK 435_YB,1.3677610923224115,103.85417619927242,Yellow Box,16,Y,POINT (103.85417619927242 1.3677610923224115),CHONG BOON
13446,ANG MO KIO AVENUE 10 BLOCK 436_YB,1.367414250749926,103.85385359907352,Yellow Box,13,Y,POINT (103.85385359907352 1.367414250749926),CHONG BOON
13447,ANG MO KIO AVENUE 10 BLOCK 438_YB,1.366888766020503,103.85413862019468,Yellow Box,16,Y,POINT (103.85413862019468 1.366888766020503),CHONG BOON
13448,ANG MO KIO AVENUE 10 BLOCK 439_YB,1.3662602784749271,103.85356985933964,Yellow Box,13,Y,POINT (103.85356985933964 1.3662602784749271),CHONG BOON
13449,ANG MO KIO AVENUE 10 BLOCK 441_YB,1.3660438205774907,103.85428242123662,Yellow Box,15,Y,POINT (103.85428242123662 1.3660438205774907),CHONG BOON
13450,ANG MO KIO AVENUE 10 BLOCK 445_YB,1.366970900207106,103.85559743369792,Yellow Box,13,Y,POINT (103.85559743369792 1.366970900207106),CHONG BOON
13451,ANG MO KIO AVENUE 10 BLOCK 528_YB_R,1.3723892670147126,103.85465557500632,Yellow Box,15,Y,POINT (103.85465557500632 1.3723892670147126),CHENG SAN
13452,ANG MO KIO AVENUE 10 BLOCK 541_YB,1.3742471057113868,103.85538362467948,Yellow Box,9,Y,POINT (103.85538362467948 1.3742471057113868),CHENG SAN
13453,ANG MO KIO AVENUE 10 BLOCK 542_YB,1.3748574872163457,103.85600312293812,Yellow Box,11,Y,POINT (103.85600312293812 1.3748574872163457),CHENG SAN
13454,ANG MO KIO AVENUE 10 BLOCK 543_YB,1.3744592904504562,103.85643520222516,Yellow Box,14,Y,POINT (103.85643520222516 1.3744592904504562),CHENG SAN
13455,ANG MO KIO AVENUE 10 BLOCK 544_YB,1.373855452886667,103.85637793242064,Yellow Box,13,Y,POINT (103.85637793242064 1.373855452886667),CHENG SAN
13456,ANG MO KIO AVENUE 10 BLOCK 546_YB,1.3735502544163936,103.85686727637052,Yellow Box,20,Y,POINT (103.85686727637052 1.3735502544163936),CHENG SAN
13457,ANG MO KIO AVENUE 10 BLOCK 547_YB,1.3741265736390365,103.85806462038472,Yellow Box,12,Y,POINT (103.85806462038472 1.3741265736390365),CHENG SAN
13458,ANG MO KIO AVENUE 10 BLOCK 549_YB,1.3731258606924663,103.8572915462944,Yellow Box,16,Y,POINT (103.8572915462944 1.3731258606924663),CHENG SAN
13459,ANG MO KIO AVENUE 10 BLOCK 552_A_YB,1.3723216216005418,103.85677225823012,Yellow Box,16,Y,POINT (103.85677225823012 1.3723216216005418),CHENG SAN
13460,ANG MO KIO AVENUE 10 BLOCK 552_B_YB,1.3721971487368474,103.8567990931945,Yellow Box,16,Y,POINT (103.8567990931945 1.3721971487368474),CHENG SAN
13461,ANG MO KIO AVENUE 10 BLOCK 553_YB,1.3726385998970667,103.85717180768042,Yellow Box,15,Y,POINT (103.85717180768042 1.3726385998970667),CHENG SAN
13462,ANG MO KIO AVENUE 10 BLOCK 556_YB,1.372077980935477,103.857732728652,Yellow Box,10,Y,POINT (103.857732728652 1.372077980935477),CHENG SAN
13463,ANG MO KIO AVENUE 10 BLOCK 560_YB,1.3708257524014895,103.85939076704211,Yellow Box,18,Y,POINT (103.85939076704211 1.3708257524014895),CHENG SAN
13464,ANG MO KIO AVENUE 10 BLOCK 562_YB,1.3701813148479367,103.85886106886628,Yellow Box,11,Y,POINT (103.85886106886628 1.3701813148479367),CHENG SAN
13465,ANG MO KIO AVENUE 10 BLOCK 564_YB,1.3697097679699124,103.85913957467923,Yellow Box,12,Y,POINT (103.85913957467923 1.3697097679699124),CHENG SAN
13466,ANG MO KIO AVENUE 10 BLOCK 565_YB,1.3698198010661051,103.8585617309843,Yellow Box,18,Y,POINT (103.8585617309843 1.3698198010661051),CHENG SAN
13467,ANG MO KIO AVENUE 10 BLOCK 576_YB,1.3714194446716492,103.85477562888124,Yellow Box,14,Y,POINT (103.85477562888124 1.3714194446716492),CHENG SAN
13468,ANG MO KIO AVENUE 3 BLOCK 129_YB,1.3699236001433075,103.84168896984212,Yellow Box,16,Y,POINT (103.84168896984212 1.3699236001433075),KEBUN BAHRU
13469,ANG MO KIO AVENUE 3 BLOCK 130_YB,1.3702952415063103,103.8422989984748,Yellow Box,16,Y,POINT (103.8422989984748 1.3702952415063103),KEBUN BAHRU
13470,ANG MO KIO AVENUE 3 BLOCK 131_YB,1.3710739267179477,103.84133864759012,Yellow Box,16,Y,POINT (103.84133864759012 1.3710739267179477),KEBUN BAHRU
13471,ANG MO KIO AVENUE 3 BLOCK 201_YB,1.368772909745234,103.8447426500844,Yellow Box,10,Y,POINT (103.8447426500844 1.368772909745234),SHANGRI-LA
13472,ANG MO KIO AVENUE 3 BLOCK 204_YB,1.367274701533522,103.84408449288986,Yellow Box,10,Y,POINT (103.84408449288986 1.367274701533522),SHANGRI-LA
13473,ANG MO KIO AVENUE 3 BLOCK 210_YB,1.3686360050882307,103.8430260167627,Yellow Box,16,Y,POINT (103.8430260167627 1.3686360050882307),SHANGRI-LA
13474,ANG MO KIO AVENUE 3 BLOCK 212_YB,1.3687494513189091,103.84180688406347,Yellow Box,10,Y,POINT (103.84180688406347 1.3687494513189091),SHANGRI-LA
13475,ANG MO KIO AVENUE 3 BLOCK 423_YB,1.3687416661708167,103.85157210835123,Yellow Box,10,Y,POINT (103.85157210835123 1.3687416661708167),CHONG BOON
13476,ANG MO KIO AVENUE 3 BLOCK 424_YB,1.3689946316687782,103.85106683719026,Yellow Box,16,Y,POINT (103.85106683719026 1.3689946316687782),CHONG BOON
13477,ANG MO KIO AVENUE 3 BLOCK 425_YB,1.3690676491038245,103.8513907307318,Yellow Box,10,Y,POINT (103.8513907307318 1.3690676491038245),CHONG BOON
13478,ANG MO KIO AVENUE 3 BLOCK 426_YB,1.369443168217593,103.85286509472266,Yellow Box,13,Y,POINT (103.85286509472266 1.369443168217593),CHONG BOON
13479,ANG MO KIO AVENUE 3 BLOCK 428_YB,1.36897113485097,103.85428762890407,Yellow Box,11,Y,POINT (103.85428762890407 1.36897113485097),CHONG BOON
13480,ANG MO KIO AVENUE 3 BLOCK 429_YB,1.3690676333658671,103.85336000018954,Yellow Box,14,Y,POINT (103.85336000018954 1.3690676333658671),CHONG BOON
13481,ANG MO KIO AVENUE 3 BLOCK 563_YB,1.3699000511049773,103.85781355687344,Yellow Box,11,Y,POINT (103.85781355687344 1.3699000511049773),CHENG SAN
13482,ANG MO KIO AVENUE 3 BLOCK 570_YB,1.3698186055845671,103.85584403210224,Yellow Box,11,Y,POINT (103.85584403210224 1.3698186055845671),CHENG SAN
13483,ANG MO KIO AVENUE 3 BLOCK 571_YB,1.3702067885952558,103.85529643828004,Yellow Box,16,Y,POINT (103.85529643828004 1.3702067885952558),CHENG SAN
13484,ANG MO KIO AVENUE 3 BLOCK 572_YB,1.370211996183375,103.85615928967826,Yellow Box,13,Y,POINT (103.85615928967826 1.370211996183375),CHENG SAN
13485,ANG MO KIO AVENUE 3 BLOCK 573_YB,1.3705536367198874,103.85488444929284,Yellow Box,13,Y,POINT (103.85488444929284 1.3705536367198874),CHENG SAN
13486,ANG MO KIO AVENUE 3 BLOCK 584_YB,1.370714029866696,103.85372361742547,Yellow Box,12,Y,POINT (103.85372361742547 1.370714029866696),CHENG SAN
13487,ANG MO KIO AVENUE 3 BLOCK 585_YB,1.3705458362734797,103.85215985963168,Yellow Box,16,Y,POINT (103.85215985963168 1.3705458362734797),CHENG SAN
13488,ANG MO KIO AVENUE 3 BLOCK 587_YB,1.3701690000093358,103.85236067044306,Yellow Box,16,Y,POINT (103.85236067044306 1.3701690000093358),CHENG SAN
13489,ANG MO KIO AVENUE 4 BLOCK 156_YB,1.3756112509149403,103.8395302184186,Yellow Box,16,Y,POINT (103.8395302184186 1.3756112509149403),KEBUN BAHRU
13490,ANG MO KIO AVENUE 4 BLOCK 174_YB,1.375455382140219,103.83789423207214,Yellow Box,16,Y,POINT (103.83789423207214 1.375455382140219),KEBUN BAHRU
13491,ANG MO KIO AVENUE 4 BLOCK 177_YB,1.3759876633861396,103.83760883158536,Yellow Box,16,Y,POINT (103.83760883158536 1.3759876633861396),KEBUN BAHRU
13492,ANG MO KIO AVENUE 4 BLOCK 178_YB,1.376427375006999,103.83669852315909,Yellow Box,16,Y,POINT (103.83669852315909 1.376427375006999),KEBUN BAHRU
13493,ANG MO KIO AVENUE 4 BLOCK 607_YB,1.3806696583478757,103.8390149108598,Yellow Box,10,Y,POINT (103.8390149108598 1.3806696583478757),YIO CHU KANG
13494,ANG MO KIO AVENUE 4 BLOCK 609_YB,1.3792888028513497,103.83796419416132,Yellow Box,16,Y,POINT (103.83796419416132 1.3792888028513497),YIO CHU KANG
13495,ANG MO KIO AVENUE 4 BLOCK 610_YB,1.3793944184695348,103.83906025305124,Yellow Box,10,Y,POINT (103.83906025305124 1.3793944184695348),YIO CHU KANG
13496,ANG MO KIO AVENUE 4 BLOCK 612_A_YB,1.3789536917428051,103.83892939868,Yellow Box,16,Y,POINT (103.83892939868 1.3789536917428051),YIO CHU KANG
13497,ANG MO KIO AVENUE 4 BLOCK 612_YB,1.3788761095841784,103.83827966645164,Yellow Box,16,Y,POINT (103.83827966645164 1.3788761095841784),YIO CHU KANG
13498,ANG MO KIO AVENUE 4 BLOCK 613_YB,1.378706596421699,103.83945993699476,Yellow Box,16,Y,POINT (103.83945993699476 1.378706596421699),YIO CHU KANG
13499,ANG MO KIO AVENUE 4 BLOCK 614_YB,1.3782045850465718,103.83938349666884,Yellow Box,10,Y,POINT (103.83938349666884 1.3782045850465718),YIO CHU KANG
13500,ANG MO KIO AVENUE 4 BLOCK 615_YB,1.3775995633217673,103.83937701725904,Yellow Box,16,Y,POINT (103.83937701725904 1.3775995633217673),YIO CHU KANG
13501,ANG MO KIO AVENUE 4 BLOCK 616_YB,1.3774352695563357,103.83900000405964,Yellow Box,10,Y,POINT (103.83900000405964 1.3774352695563357),YIO CHU KANG
13502,ANG MO KIO AVENUE 4 BLOCK 619_A_YB,1.3786114116737156,103.83869295503833,Yellow Box,10,Y,POINT (103.83869295503833 1.3786114116737156),YIO CHU KANG
13503,ANG MO KIO AVENUE 4 BLOCK 628_YB,1.3809428357270266,103.84070666439555,Yellow Box,15,Y,POINT (103.84070666439555 1.3809428357270266),YIO CHU KANG
13504,ANG MO KIO AVENUE 5 BLOCK 180_YB,1.3766642443446813,103.83809036341464,Yellow Box,16,Y,POINT (103.83809036341464 1.3766642443446813),KEBUN BAHRU
13505,ANG MO KIO AVENUE 5 BLOCK 181_YB,1.3766084310231603,103.8374032353503,Yellow Box,16,Y,POINT (103.8374032353503 1.3766084310231603),KEBUN BAHRU
13506,ANG MO KIO AVENUE 5 BLOCK 182_YB,1.3773680556543155,103.83639148098388,Yellow Box,16,Y,POINT (103.83639148098388 1.3773680556543155),KEBUN BAHRU
13507,ANG MO KIO AVENUE 5 BLOCK 502_YB,1.3757824204131517,103.84992373705585,Yellow Box,15,Y,POINT (103.84992373705585 1.3757824204131517),CHENG SAN
13508,ANG MO KIO AVENUE 5 BLOCK 521_YB,1.373664832929411,103.85148359413247,Yellow Box,13,Y,POINT (103.85148359413247 1.373664832929411),CHENG SAN
13509,ANG MO KIO AVENUE 5 BLOCK 522_YB,1.3731589069223535,103.85182821305736,Yellow Box,16,Y,POINT (103.85182821305736 1.3731589069223535),CHENG SAN
13510,ANG MO KIO AVENUE 5 BLOCK 523_YB,1.3729502688159672,103.85306159799556,Yellow Box,16,Y,POINT (103.85306159799556 1.3729502688159672),CHENG SAN
13511,ANG MO KIO AVENUE 5 BLOCK 524_YB,1.3733440537794217,103.85314970027676,Yellow Box,16,Y,POINT (103.85314970027676 1.3733440537794217),CHENG SAN
13512,ANG MO KIO AVENUE 5 BLOCK 537_YB,1.3751695506178274,103.8531199170902,Yellow Box,14,Y,POINT (103.8531199170902 1.3751695506178274),CHENG SAN
13513,ANG MO KIO AVENUE 5 BLOCK 601_YB,1.3808926360002085,103.83494420388078,Yellow Box,10,Y,POINT (103.83494420388078 1.3808926360002085),YIO CHU KANG
13514,ANG MO KIO AVENUE 5 BLOCK 602_YB,1.3809265374634254,103.8356800924782,Yellow Box,10,Y,POINT (103.8356800924782 1.3809265374634254),YIO CHU KANG
13515,ANG MO KIO AVENUE 5 BLOCK 604_YB,1.3801207104103927,103.836299377991,Yellow Box,10,Y,POINT (103.836299377991 1.3801207104103927),YIO CHU KANG
13516,ANG MO KIO AVENUE 5 BLOCK 605_YB,1.379580884954605,103.8363226977218,Yellow Box,10,Y,POINT (103.8363226977218 1.379580884954605),YIO CHU KANG
13517,ANG MO KIO AVENUE 5 BLOCK 606_YB,1.3795391583619674,103.8370015803972,Yellow Box,10,Y,POINT (103.8370015803972 1.3795391583619674),YIO CHU KANG
13518,ANG MO KIO AVENUE 5 BLOCK 611_YB,1.3784243007853672,103.83743430144874,Yellow Box,16,Y,POINT (103.83743430144874 1.3784243007853672),YIO CHU KANG
13519,ANG MO KIO AVENUE 5 BLOCK 642_YB,1.377934670246063,103.84015047748343,Yellow Box,10,Y,POINT (103.84015047748343 1.377934670246063),YIO CHU KANG
13520,ANG MO KIO AVENUE 5 BLOCK 643_YB,1.3775843533801253,103.8407700946137,Yellow Box,10,Y,POINT (103.8407700946137 1.3775843533801253),YIO CHU KANG
13521,ANG MO KIO AVENUE 5 BLOCK 644_YB,1.3791799179052706,103.84075551572784,Yellow Box,10,Y,POINT (103.84075551572784 1.3791799179052706),YIO CHU KANG
13522,ANG MO KIO AVENUE 5 BLOCK 648_A_YB,1.3782580293014688,103.84409162369192,Yellow Box,10,Y,POINT (103.84409162369192 1.3782580293014688),YIO CHU KANG
13523,ANG MO KIO AVENUE 5 BLOCK 648_YB,1.3782045699788976,103.84372238401195,Yellow Box,10,Y,POINT (103.84372238401195 1.3782045699788976),YIO CHU KANG
13524,ANG MO KIO AVENUE 5 BLOCK 649_A_YB,1.377792530939382,103.84334536938916,Yellow Box,10,Y,POINT (103.84334536938916 1.377792530939382),YIO CHU KANG
13525,ANG MO KIO AVENUE 5 BLOCK 649_B_YB,1.3777377645924822,103.84368221911086,Yellow Box,10,Y,POINT (103.84368221911086 1.3777377645924822),YIO CHU KANG
13526,ANG MO KIO AVENUE 6 BLOCK 633_YB,1.3811723129787112,103.84195263652872,Yellow Box,16,Y,POINT (103.84195263652872 1.3811723129787112),YIO CHU KANG
13527,ANG MO KIO AVENUE 6 BLOCK 634_YB,1.3816260736525197,103.84337388814988,Yellow Box,10,Y,POINT (103.84337388814988 1.3816260736525197),YIO CHU KANG
