,Unnamed: 0.1,Unnamed: 0,index,Latitude_x,Longitude_x,index_x,join_key,MRT Name,Latitude_y,Longitude_y,index_y,euclidean_distance,coordinate_pair,distance,duration
173,173,173,37056,1.3380321250531613,103.8572763030006,173,A,BRADDELL MRT STATION,1.3404690010277,103.846799083148,35,1.1958006855087413,"[[103.8572763030006, 1.3380321250531613], [103.846799083148, 1.3404690010277]]",2298.3,590.9
174,174,174,37445,1.3229399658864007,103.93475081515926,174,A,TANAH MERAH MRT STATION,1.32731098211445,103.946451703007,210,1.3885719488532966,"[[103.93475081515926, 1.3229399658864007], [103.946451703007, 1.32731098211445]]",2465.0,632.4
175,175,175,37547,1.3502525494718407,103.72466515417032,175,A,LAKESIDE MRT STATION,1.34425911493819,103.720949087456,98,0.7840841125040839,"[[103.72466515417032, 1.3502525494718407], [103.720949087456, 1.34425911493819]]",1324.5,332.4
176,176,176,37818,1.351700462224058,103.8379073632779,176,A,MARYMOUNT MRT STATION,1.348707263451,103.839423132332,155,0.3730505943965059,"[[103.8379073632779, 1.351700462224058], [103.839423132332, 1.348707263451]]",743.7,185.8
177,177,177,37969,1.2775902532183938,103.82004838309877,177,A,TIONG BAHRU MRT STATION,1.28610253588403,103.827445112691,92,1.2538093825959715,"[[103.82004838309877, 1.2775902532183938], [103.827445112691, 1.28610253588403]]",2423.2,555.2
178,178,178,38138,1.3627951542605017,103.75072037426068,178,A,BUKIT GOMBAK MRT STATION,1.35861159094192,103.751790910733,47,0.4801716256457999,"[[103.75072037426067, 1.3627951542605015], [103.751790910733, 1.35861159094192]]",939.7,266.1
179,179,179,38408,1.3840486849738411,103.90046940649889,179,A,KANGKAR LRT STATION,1.38395911688913,103.90222537044,103,0.1954512365962274,"[[103.90046940649889, 1.3840486849738411], [103.90222537044, 1.38395911688913]]",564.2,118.4
180,180,180,38573,1.3662625430688309,103.84369091606789,180,A,ANG MO KIO MRT STATION,1.36942855699191,103.849455226442,54,0.7311181366763615,"[[103.84369091606789, 1.3662625430688309], [103.849455226442, 1.36942855699191]]",953.4,213.4
181,181,181,38870,1.297145299929383,103.80440567595988,181,A,QUEENSTOWN MRT STATION,1.29455085184931,103.806077155982,137,0.3431508124180614,"[[103.80440567595988, 1.297145299929383], [103.806077155982, 1.29455085184931]]",806.8,161.4
182,182,182,39001,1.3709738116242185,103.84511535366347,182,A,ANG MO KIO MRT STATION,1.36942855699191,103.849455226442,54,0.5121191944976325,"[[103.84511535366347, 1.3709738116242183], [103.849455226442, 1.36942855699191]]",851.0,221.6
183,183,183,39253,1.289628102734533,103.82780263511468,183,A,TIONG BAHRU MRT STATION,1.28610253588403,103.827445112691,92,0.3940347095472185,"[[103.82780263511467, 1.289628102734533], [103.827445112691, 1.28610253588403]]",703.2,257.6
184,184,184,39517,1.3478205188149088,103.71058288777589,184,A,BOON LAY MRT STATION,1.33861033900695,103.706084900902,142,1.1396703248704876,"[[103.71058288777589, 1.3478205188149088], [103.706084900902, 1.33861033900695]]",1649.2,418.0
185,185,185,39602,1.4448691475158475,103.79556347980296,185,A,ADMIRALTY MRT STATION,1.44058856161847,103.800990519771,12,0.7684326341617833,"[[103.79556347980296, 1.4448691475158475], [103.800990519771, 1.44058856161847]]",1366.4,285.6
186,186,186,39956,1.372936960702306,103.87529874437236,186,A,KOVAN MRT STATION,1.36017917065237,103.885064856353,153,1.7863453830458291,"[[103.87529874437236, 1.372936960702306], [103.885064856353, 1.36017917065237]]",3651.2,770.5
187,187,187,40100,1.4300775839166504,103.835246410066,187,A,YISHUN MRT STATION,1.42944308477331,103.835005047246,83,0.0754823485459814,"[[103.835246410066, 1.4300775839166504], [103.835005047246, 1.42944308477331]]",636.3,312.5
188,188,188,40243,1.3747989664695413,103.9455928664092,188,A,PASIR RIS MRT STATION,1.37300805046319,103.949265083922,11,0.4541983936686514,"[[103.94559286640919, 1.3747989664695413], [103.949265083922, 1.37300805046319]]",730.2,190.8
189,189,189,40518,1.322109946768817,103.85555183905691,189,A,BOON KENG MRT STATION,1.31993957653291,103.862052698446,73,0.7619020721165046,"[[103.85555183905691, 1.322109946768817], [103.862052698446, 1.31993957653291]]",1756.8,500.0
190,190,190,40677,1.4157577625258515,103.84042051905315,190,A,KHATIB MRT STATION,1.41738337009565,103.832979908243,17,0.846626916734342,"[[103.84042051905315, 1.4157577625258515], [103.832979908243, 1.41738337009565]]",1432.6,375.0
191,191,191,40912,1.288597993290928,103.81487928767083,191,A,REDHILL MRT STATION,1.28963453412887,103.81674097205,39,0.2368877739748474,"[[103.81487928767083, 1.288597993290928], [103.81674097205, 1.28963453412887]]",317.9,100.4
192,192,192,41293,1.2810018041749545,103.81028110505753,192,A,TELOK BLANGAH MRT STATION,1.27070647772509,103.809761611219,206,1.1462438108231063,"[[103.81028110505753, 1.2810018041749545], [103.809761611219, 1.27070647772509]]",2811.4,635.1
193,193,193,41330,1.4044173176579835,103.8971652440856,193,A,SOO TECK LRT STATION,1.40532331860455,103.897290522033,29,0.1017006844352528,"[[103.89716524408561, 1.4044173176579835], [103.897290522033, 1.40532331860455]]",184.2,72.0
194,194,194,41612,1.3344649920368847,103.86592120254132,194,A,POTONG PASIR MRT STATION,1.3318797140041,103.869057877586,97,0.4519094654648404,"[[103.86592120254132, 1.3344649920368847], [103.869057877586, 1.3318797140041]]",709.9,209.2
195,195,195,41915,1.4303958525330611,103.79545897687478,195,A,WOODLANDS SOUTH MRT STATION,1.42748811362716,103.792729941333,186,0.4433589952180118,"[[103.79545897687478, 1.4303958525330611], [103.792729941333, 1.42748811362716]]",706.6,149.1
196,196,196,42048,1.3413647634175148,103.6882791278445,196,A,PIONEER MRT STATION,1.33758701106708,103.697321608474,105,1.0894446742029535,"[[103.6882791278445, 1.3413647634175148], [103.697321608474, 1.33758701106708]]",1744.7,454.1
197,197,197,42179,1.3523301041048943,103.95601747151284,197,A,TAMPINES EAST MRT STATION,1.35619148271544,103.9546344625,21,0.4560604076707293,"[[103.95601747151284, 1.3523301041048943], [103.9546344625, 1.35619148271544]]",741.8,165.2
198,198,198,42379,1.3711972406544115,103.88497904944724,198,A,HOUGANG MRT STATION,1.37129226620797,103.892380513029,7,0.822837358603404,"[[103.88497904944724, 1.3711972406544115], [103.892380513029, 1.37129226620797]]",1315.8,341.2
199,199,199,42693,1.3844897743956048,103.8816430874234,199,A,SENGKANG LRT DEPOT,1.38987312371034,103.883852884646,108,0.6470435723538324,"[[103.8816430874234, 1.3844897743956048], [103.883852884646, 1.38987312371034]]",2245.0,577.5
200,200,200,42850,1.3972161999295154,103.89739902698456,200,A,CHENG LIM LRT STATION,1.39627763344324,103.893797181731,51,0.4137659899559217,"[[103.89739902698456, 1.3972161999295154], [103.893797181731, 1.39627763344324]]",608.8,133.6
201,201,201,43182,1.3069895284265052,103.85441914432418,201,A,JALAN BESAR MRT STATION,1.3051713878069,103.855295713435,169,0.2244267761785705,"[[103.85441914432418, 1.3069895284265052], [103.855295713435, 1.3051713878069]]",499.7,149.3
202,202,202,43318,1.3320956483398327,103.8572181738682,202,A,TOA PAYOH MRT STATION,1.33259672794159,103.847577286075,91,1.0731753393012609,"[[103.8572181738682, 1.3320956483398327], [103.847577286075, 1.33259672794159]]",1970.6,479.2
203,203,203,43533,1.2797055285256302,103.82821650447652,203,A,TIONG BAHRU MRT STATION,1.28610253588403,103.827445112691,92,0.7164651637270321,"[[103.82821650447652, 1.2797055285256302], [103.827445112691, 1.28610253588403]]",1157.2,317.3
204,204,204,43668,1.4437277903544683,103.80132464715813,204,A,ADMIRALTY MRT STATION,1.44058856161847,103.800990519771,12,0.3510367206450436,"[[103.80132464715813, 1.4437277903544683], [103.800990519771, 1.44058856161847]]",1108.7,316.1
205,205,205,43881,1.3655011379940727,103.94206364576355,205,A,PASIR RIS MRT STATION,1.37300805046319,103.949265083922,11,1.1565599873042456,"[[103.94206364576355, 1.3655011379940727], [103.949265083922, 1.37300805046319]]",1875.5,416.8
206,206,206,44169,1.433302179599676,103.7854261157195,206,A,WOODLANDS MRT STATION,1.43605761708128,103.787938777173,86,0.4145937636051531,"[[103.7854261157195, 1.4333021795996759], [103.787938777173, 1.43605761708128]]",704.7,227.1
207,207,207,44325,1.38160576899807,103.74653781389156,207,A,SOUTH VIEW LRT STATION,1.38029828742399,103.745291799824,28,0.2008033033100948,"[[103.74653781389156, 1.38160576899807], [103.745291799824, 1.38029828742399]]",795.4,170.8
208,208,208,44531,1.3539342738554414,103.93191446248495,208,A,TAMPINES WEST MRT STATION,1.3456336579777,103.938492495285,19,1.1775470766379927,"[[103.93191446248495, 1.3539342738554414], [103.938492495285, 1.3456336579777]]",1682.1,479.4
209,209,209,44737,1.3720176083168267,103.96171708660547,209,A,PASIR RIS MRT STATION,1.37300805046319,103.949265083922,11,1.3885766215990785,"[[103.96171708660547, 1.3720176083168267], [103.949265083922, 1.37300805046319]]",2458.2,550.3
210,210,210,44987,1.3028509456836117,103.9081389565616,210,A,EUNOS MRT STATION,1.31978354916088,103.903225807255,48,1.9604376826554668,"[[103.9081389565616, 1.3028509456836117], [103.903225807255, 1.31978354916088]]",2887.5,672.1
211,211,211,45202,1.3457632073342811,103.7326481281847,211,A,CHINESE GARDEN MRT STATION,1.34224494823931,103.732766601621,49,0.3914341810595895,"[[103.7326481281847, 1.3457632073342811], [103.732766601621, 1.34224494823931]]",1410.4,406.2
212,212,212,45440,1.317883587307786,103.86161373017907,212,A,BOON KENG MRT STATION,1.31993957653291,103.862052698446,73,0.2337655558983286,"[[103.86161373017907, 1.317883587307786], [103.862052698446, 1.31993957653291]]",319.9,180.3
213,213,213,45666,1.3422565031045823,103.87326193519652,213,A,WOODLEIGH MRT STATION,1.33919004519388,103.87081830915,85,0.4359522325853378,"[[103.87326193519652, 1.3422565031045823], [103.87081830915, 1.33919004519388]]",799.5,316.3
214,214,214,45898,1.377460267150182,103.90200232420923,214,A,KANGKAR LRT STATION,1.38395911688913,103.90222537044,103,0.7230643542821846,"[[103.90200232420923, 1.3774602671501819], [103.90222537044, 1.38395911688913]]",1045.8,270.3
215,215,215,46186,1.331227712635909,103.93115292437344,215,A,BEDOK RESERVOIR MRT STATION,1.33660782955099,103.932234623286,177,0.6102068829515046,"[[103.93115292437344, 1.331227712635909], [103.932234623286, 1.33660782955099]]",1236.2,337.0
216,216,216,46306,1.4219327921147635,103.84667599042902,216,A,YISHUN MRT STATION,1.42944308477331,103.835005047246,83,1.5428915798018128,"[[103.84667599042902, 1.4219327921147635], [103.835005047246, 1.42944308477331]]",2738.5,847.6
217,217,217,46612,1.3369528386807772,103.74001209192532,217,A,JURONG EAST MRT STATION,1.33315261987295,103.742286544006,175,0.4924314381926501,"[[103.74001209192532, 1.3369528386807772], [103.742286544006, 1.33315261987295]]",722.3,227.8
218,218,218,46690,1.2871709835697127,103.8207373485468,218,A,REDHILL MRT STATION,1.28963453412887,103.81674097205,39,0.5219299860389203,"[[103.8207373485468, 1.2871709835697127], [103.81674097205, 1.28963453412887]]",857.4,193.1
219,219,219,46877,1.380417490693653,103.93747678784588,219,A,PASIR RIS MRT STATION,1.37300805046319,103.949265083922,11,1.5479017275768945,"[[103.93747678784588, 1.380417490693653], [103.949265083922, 1.37300805046319]]",2078.0,492.7
220,220,220,47273,1.284163986100058,103.8318431886355,220,A,HAVELOCK MRT STATION,1.28850523975311,103.833585838226,194,0.5201472429713149,"[[103.8318431886355, 1.284163986100058], [103.833585838226, 1.28850523975311]]",1248.6,252.6
221,221,221,47362,1.3817355029867255,103.7630425379742,221,A,SENJA LRT STATION,1.38272547134453,103.76234425472,69,0.1346952541239852,"[[103.76304253797421, 1.3817355029867255], [103.76234425472, 1.38272547134453]]",377.8,99.0
222,222,222,47549,1.3147597660190853,103.76572098111023,222,A,CLEMENTI MRT STATION,1.31511625277378,103.765191452888,42,0.0709677420309992,"[[103.76572098111023, 1.3147597660190853], [103.765191452888, 1.31511625277378]]",578.2,129.8
223,223,223,47752,1.3431862355809616,103.9511476925734,223,A,SIMEI MRT STATION,1.34319707851829,103.953377214378,31,0.2478463256705635,"[[103.95114769257339, 1.3431862355809616], [103.953377214378, 1.34319707851829]]",391.9,116.8
224,224,224,48120,1.4493843568873743,103.83189862987246,224,A,CANBERRA MRT STATION,1.44307664075699,103.829702590959,185,0.7426522411991134,"[[103.83189862987246, 1.4493843568873743], [103.829702590959, 1.44307664075699]]",1523.0,381.6
225,225,225,48320,1.3246432227355975,103.88695515720822,225,A,MACPHERSON MRT STATION,1.32615024457361,103.889298600376,171,0.3097512770833067,"[[103.88695515720822, 1.3246432227355975], [103.889298600376, 1.32615024457361]]",537.4,177.6
226,226,226,48516,1.357225594003586,103.89080466340172,226,A,KOVAN MRT STATION,1.36017917065237,103.885064856353,153,0.7176207058116276,"[[103.89080466340172, 1.357225594003586], [103.885064856353, 1.36017917065237]]",1308.6,268.5
227,227,227,48659,1.401992412797311,103.74619446781604,227,A,YEW TEE MRT STATION,1.39729771118639,103.74735767326,82,0.5378026612181257,"[[103.74619446781605, 1.4019924127973107], [103.74735767326, 1.39729771118639]]",884.6,221.1
228,228,228,48889,1.3341994655714746,103.72284247522684,228,A,LAKESIDE MRT STATION,1.34425911493819,103.720949087456,98,1.1382119544419314,"[[103.72284247522684, 1.3341994655714746], [103.720949087456, 1.34425911493819]]",1574.1,359.1
229,229,229,49017,1.3672213350228366,103.95569872510347,229,A,PASIR RIS MRT STATION,1.37300805046319,103.949265083922,11,0.9620395214722276,"[[103.95569872510347, 1.3672213350228366], [103.949265083922, 1.37300805046319]]",1537.0,390.7
230,230,230,49305,1.4375624552429842,103.79303549238426,230,A,WOODLANDS MRT STATION,1.43605761708128,103.787938777173,86,0.5907445584669564,"[[103.79303549238426, 1.4375624552429842], [103.787938777173, 1.43605761708128]]",996.6,273.0
231,231,231,49524,1.3360059311304937,103.8446622541132,231,A,TOA PAYOH MRT STATION,1.33259672794159,103.847577286075,91,0.4987122850977708,"[[103.8446622541132, 1.3360059311304935], [103.847577286075, 1.33259672794159]]",691.0,245.2
232,232,232,49695,1.3174415186611363,103.89897194600712,232,A,EUNOS MRT STATION,1.31978354916088,103.903225807255,48,0.5398494778480428,"[[103.89897194600712, 1.3174415186611363], [103.903225807255, 1.31978354916088]]",791.6,219.2
233,233,233,49915,1.372266947456476,103.8535672481216,233,A,ANG MO KIO MRT STATION,1.36942855699191,103.849455226442,54,0.5554796540128661,"[[103.8535672481216, 1.372266947456476], [103.849455226442, 1.36942855699191]]",958.6,297.0
234,234,234,50158,1.42778398503801,103.82963501492203,234,A,YISHUN MRT STATION,1.42944308477331,103.835005047246,83,0.6247921575181419,"[[103.82963501492203, 1.42778398503801], [103.835005047246, 1.42944308477331]]",1108.2,425.6
235,235,235,50414,1.345675041156425,103.85443467659944,235,A,BISHAN MRT STATION,1.35131580146658,103.84914026532,125,0.8601158908856128,"[[103.85443467659944, 1.345675041156425], [103.84914026532, 1.35131580146658]]",1121.3,239.5
236,236,236,50594,1.3297069361967426,103.84379383324404,236,A,TOA PAYOH MRT STATION,1.33259672794159,103.847577286075,91,0.5292888608415678,"[[103.84379383324404, 1.3297069361967426], [103.847577286075, 1.33259672794159]]",1043.6,355.2
237,237,237,50894,1.3259584232222412,103.92874568154572,237,A,BEDOK RESERVOIR MRT STATION,1.33660782955099,103.932234623286,177,1.2460581025712367,"[[103.92874568154573, 1.3259584232222412], [103.932234623286, 1.33660782955099]]",2138.9,525.1
238,238,238,50959,1.3791265394068772,103.73659033225168,238,A,SOUTH VIEW LRT STATION,1.38029828742399,103.745291799824,28,0.9760142810747222,"[[103.73659033225168, 1.3791265394068772], [103.745291799824, 1.38029828742399]]",1370.6,290.4
239,239,239,51254,1.31029504759364,103.78690061007192,239,A,BUONA VISTA MRT STATION,1.3072237082044,103.790253514502,109,0.5055302084826049,"[[103.78690061007192, 1.31029504759364], [103.790253514502, 1.3072237082044]]",1605.3,338.9
240,240,240,51573,1.3765726373233027,103.83761377862686,240,A,MAYFLOWER MRT STATION,1.37146318831015,103.836567766945,214,0.5799215791524273,"[[103.83761377862686, 1.3765726373233027], [103.836567766945, 1.37146318831015]]",928.4,206.4
241,241,241,51581,1.3718408086163012,103.88051161228807,241,A,HOUGANG MRT STATION,1.37129226620797,103.892380513029,7,1.3207925749548244,"[[103.88051161228807, 1.3718408086163012], [103.892380513029, 1.37129226620797]]",1916.6,456.9
242,242,242,51941,1.3529582037562533,103.86799142291387,242,A,LORONG CHUAN MRT STATION,1.35163927757418,103.863945738773,154,0.473042749341833,"[[103.86799142291387, 1.3529582037562533], [103.863945738773, 1.35163927757418]]",1286.2,279.2
243,243,243,52018,1.3929504243557125,103.89859379170105,243,A,COMPASSVALE LRT STATION,1.39449304450373,103.900492450944,16,0.2719722257784293,"[[103.89859379170105, 1.3929504243557125], [103.900492450944, 1.39449304450373]]",516.8,195.7
244,244,244,52348,1.3971279983150324,103.88919346188892,244,A,FARMWAY LRT STATION,1.39717019591821,103.889304824196,133,0.0132386553933068,"[[103.88919346188892, 1.3971279983150324], [103.889304824196, 1.39717019591821]]",321.0,96.6
245,245,245,52461,1.356821791576001,103.87167359370822,245,A,SERANGOON MRT STATION,1.35063361526525,103.872771660431,32,0.6988369246311344,"[[103.87167359370822, 1.356821791576001], [103.872771660431, 1.35063361526525]]",1222.6,259.7
246,246,246,52656,1.4388077562480677,103.80305139967076,246,A,ADMIRALTY MRT STATION,1.44058856161847,103.800990519771,12,0.3028059098438018,"[[103.80305139967076, 1.4388077562480677], [103.800990519771, 1.44058856161847]]",424.7,93.5
247,247,247,52894,1.3157576523111312,103.85019235237031,247,A,FARRER PARK MRT STATION,1.31314029963164,103.854754721344,37,0.5847499234229981,"[[103.85019235237031, 1.3157576523111312], [103.854754721344, 1.31314029963164]]",979.6,334.4
248,248,248,53143,1.391301179364254,103.74250296447904,248,A,CHOA CHU KANG MRT STATION,1.38536316540225,103.744370779756,72,0.692153324041522,"[[103.74250296447904, 1.391301179364254], [103.744370779756, 1.38536316540225]]",1720.4,408.1
249,249,249,53339,1.3733699031048503,103.84966699365252,249,A,ANG MO KIO MRT STATION,1.36942855699191,103.849455226442,54,0.4388894722101008,"[[103.84966699365253, 1.3733699031048503], [103.849455226442, 1.36942855699191]]",753.0,289.4
250,250,250,53515,1.4350555623524217,103.77563094731104,250,A,MARSILING MRT STATION,1.43252114855026,103.774074641403,15,0.3306778017503877,"[[103.77563094731104, 1.4350555623524217], [103.774074641403, 1.43252114855026]]",529.7,196.6
251,251,251,53722,1.3793761609541042,103.75658225860484,251,A,PHOENIX LRT STATION,1.37861545104083,103.757995558346,8,0.1784302310221878,"[[103.75658225860484, 1.3793761609541042], [103.757995558346, 1.37861545104083]]",567.7,218.3
252,252,252,54058,1.3796252471299175,103.8906124812944,252,A,BUANGKOK MRT STATION,1.38287001971672,103.893122569706,131,0.456108415204948,"[[103.8906124812944, 1.3796252471299175], [103.893122569706, 1.38287001971672]]",1353.9,340.2
253,253,253,54278,1.292547407975447,103.80289573814171,253,A,QUEENSTOWN MRT STATION,1.29455085184931,103.806077155982,137,0.4179812522233367,"[[103.80289573814171, 1.292547407975447], [103.806077155982, 1.29455085184931]]",567.4,134.6
254,254,254,54409,1.3673649908268843,103.8560533405672,254,A,ANG MO KIO MRT STATION,1.36942855699191,103.849455226442,54,0.768521767939572,"[[103.8560533405672, 1.3673649908268843], [103.849455226442, 1.36942855699191]]",1075.8,224.9
255,255,255,54694,1.3589579744781397,103.84330592969415,255,A,BISHAN MRT STATION,1.35131580146658,103.84914026532,125,1.0689947514324114,"[[103.84330592969415, 1.3589579744781397], [103.84914026532, 1.35131580146658]]",1540.4,322.1
256,256,256,54993,1.3271274396854027,103.94113253867144,256,A,TANAH MERAH MRT STATION,1.32731098211445,103.946451703007,210,0.5916575139132044,"[[103.94113253867144, 1.3271274396854027], [103.946451703007, 1.32731098211445]]",933.1,275.9
257,257,257,55080,1.4334740350089952,103.84148152916804,257,A,YISHUN MRT STATION,1.42944308477331,103.835005047246,83,0.8480550793352628,"[[103.84148152916804, 1.4334740350089952], [103.835005047246, 1.42944308477331]]",1537.6,495.3
258,258,258,55392,1.3625673459624987,103.8350983802501,258,A,BRIGHT HILL MRT STATION,1.36384676605097,103.833899206658,181,0.1949599134664143,"[[103.8350983802501, 1.3625673459624987], [103.833899206658, 1.36384676605097]]",321.6,158.8
259,259,259,55526,1.4506137410246696,103.81567677594414,259,A,SEMBAWANG MRT STATION,1.44905082158502,103.820046140211,101,0.5158514633071637,"[[103.81567677594414, 1.4506137410246696], [103.820046140211, 1.44905082158502]]",667.0,144.7
260,260,260,55682,1.3525439084419737,103.74058177367672,260,A,BUKIT BATOK MRT STATION,1.34903331201636,103.749566478309,43,1.0723500874660503,"[[103.74058177367672, 1.3525439084419737], [103.749566478309, 1.34903331201636]]",2192.4,539.9
261,261,261,55958,1.3368045819102523,103.69613969827118,261,A,PIONEER MRT STATION,1.33758701106708,103.697321608474,105,0.1575811556306213,"[[103.69613969827118, 1.3368045819102523], [103.697321608474, 1.33758701106708]]",544.9,109.0
262,262,262,56220,1.3726826813731274,103.8714795857766,262,A,KOVAN MRT STATION,1.36017917065237,103.885064856353,153,2.0527210073517925,"[[103.8714795857766, 1.3726826813731274], [103.885064856353, 1.36017917065237]]",3125.6,648.5
263,263,263,56487,1.2756246496827492,103.80788172715494,263,A,TELOK BLANGAH MRT STATION,1.27070647772509,103.809761611219,206,0.5854456163916832,"[[103.80788172715494, 1.2756246496827492], [103.809761611219, 1.27070647772509]]",1208.2,322.6
264,264,264,56584,1.3910348927823857,103.8886850065296,264,A,TONGKANG LRT STATION,1.38934794658941,103.885844150116,89,0.3673053449564392,"[[103.8886850065296, 1.3910348927823855], [103.885844150116, 1.38934794658941]]",876.3,289.7
265,265,265,56919,1.331932147905228,103.94015061212292,265,A,TANAH MERAH MRT STATION,1.32731098211445,103.946451703007,210,0.868727340292541,"[[103.94015061212292, 1.331932147905228], [103.946451703007, 1.32731098211445]]",1516.5,365.1
266,266,266,56969,1.3989381012242923,103.91017661708035,266,A,MERIDIAN LRT STATION,1.3969120498774,103.908950224489,46,0.2633237599575992,"[[103.91017661708035, 1.3989381012242923], [103.908950224489, 1.3969120498774]]",756.5,198.6
267,267,267,57179,1.3208339730185668,103.76417456716128,267,A,CLEMENTI MRT STATION,1.31511625277378,103.765191452888,42,0.6457528383277967,"[[103.76417456716128, 1.3208339730185668], [103.765191452888, 1.31511625277378]]",1352.1,306.7
268,268,268,57518,1.3325223761110725,103.90661003204184,268,A,KAKI BUKIT MRT STATION,1.33496735995428,103.908459338046,167,0.3408451149453955,"[[103.90661003204185, 1.3325223761110725], [103.908459338046, 1.33496735995428]]",687.8,158.7
269,269,269,57656,1.3354185604972366,103.84857162756762,269,A,TOA PAYOH MRT STATION,1.33259672794159,103.847577286075,91,0.3326739266838452,"[[103.84857162756762, 1.3354185604972366], [103.847577286075, 1.33259672794159]]",1254.4,325.1
270,270,270,57880,1.4456123398319642,103.82110063793272,270,A,SEMBAWANG MRT STATION,1.44905082158502,103.820046140211,101,0.3999063788288631,"[[103.82110063793272, 1.4456123398319642], [103.820046140211, 1.44905082158502]]",877.9,183.2
271,271,271,58001,1.372317014831866,103.89011604758184,271,A,HOUGANG MRT STATION,1.37129226620797,103.892380513029,7,0.2763137900417001,"[[103.89011604758184, 1.372317014831866], [103.892380513029, 1.37129226620797]]",984.1,227.1
272,272,272,58383,1.336825641345256,103.921563443747,272,A,BEDOK NORTH MRT STATION,1.33474211664091,103.91797832995,176,0.4609848686384592,"[[103.921563443747, 1.336825641345256], [103.91797832995, 1.33474211664091]]",1122.9,369.4
273,273,273,58468,1.3568611604325012,103.75033566388204,273,A,BUKIT GOMBAK MRT STATION,1.35861159094192,103.751790910733,47,0.2530890667409636,"[[103.75033566388203, 1.3568611604325012], [103.751790910733, 1.35861159094192]]",268.1,53.6
274,274,274,58767,1.3886487385831454,103.90167419669775,274,A,BAKAU LRT STATION,1.38799431054768,103.905415300171,132,0.4221881954473563,"[[103.90167419669775, 1.3886487385831454], [103.905415300171, 1.38799431054768]]",1310.2,277.7
