,Name,Description,geometry,within
267,kml_268,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Holland Green Linear Park</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Western Adventure Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>F26C68C55A3F7687</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.786057323403 1.32651143533606 0, 103.785649229006 1.3265034102671 0)",HOLLAND ROAD
268,kml_269,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Chua Chu Kang North PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Western Adventure Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>BAE2EE9E2B2F3561</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.745623588552 1.38982378522132 0, 103.745870627355 1.38905903698577 0, 103.745883740422 1.38900635832461 0, 103.745911794524 1.38889374174744 0, 103.745922102579 1.38888056194352 0)",
269,kml_270,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Pang Sua PC (Woodlands Rd to Stagmont Ring)</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Western Adventure Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>649FE3A870E87486</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.760322897371 1.37944633279854 0, 103.760285430288 1.37942255773445 0)",TECK WHYE
270,kml_271,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Choa Chu Kang PC (Brickland Rd - Bukit Batok Rd)</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Western Adventure Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>4A0CD8E33B042682</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","MULTILINESTRING Z ((103.746306263293 1.37134239710262 0, 103.745962901865 1.37166189332747 0, 103.745724870975 1.37192539611394 0, 103.74567803269 1.37195883773911 0, 103.74558828036 1.37194662733409 0, 103.745496101365 1.37197347899589 0, 103.745168623088 1.37209065335371 0, 103.744923621208 1.37215167791831 0, 103.744775648362 1.37222247229135 0, 103.744375251172 1.3723120073832 0), (103.744210868974 1.37234876630166 0, 103.743815048204 1.37243727772878 0, 103.743778660956 1.37245192432812 0, 103.743727717375 1.37254957825466 0, 103.743703459027 1.37256422530994 0, 103.743502123678 1.37253736264477 0, 103.743326966815 1.37257101822291 0), (103.743226683854 1.37259028730583 0, 103.743019398373 1.37263011663389 0, 103.74242993938 1.37276192859817 0, 103.741811371889 1.37287420776076 0, 103.741666488252 1.37292014382124 0, 103.74163429029 1.37293035283821 0, 103.74160578011 1.37293924253135 0, 103.741550691701 1.37295641968534 0))",KEAT HONG
271,kml_272,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>East Coast Park</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Eastern Coastal Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>EAC6CFF5FF94D7AE</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.975250690555 1.31693134779931 0, 103.974958448806 1.31687288396368 0, 103.974915060115 1.316864170204 0, 103.974831945531 1.31685234409068 0, 103.974681205847 1.31683412256929 0, 103.974574606834 1.31682277890756 0, 103.974477865119 1.31681538402803 0, 103.974410933768 1.31681025739553 0, 103.97429197746 1.31680669917261 0, 103.97420901198 1.31680983388881 0, 103.97414078179 1.31681293520771 0, 103.974064162088 1.3168202061099 0, 103.973963931356 1.31682967866289 0, 103.973776128643 1.3168326782338 0, 103.973571018864 1.31681735549275 0, 103.973493704751 1.31681158370862 0, 103.973436139786 1.31680500682737 0, 103.973366511377 1.31679066215743 0, 103.973282869049 1.31677344783231 0, 103.972698746509 1.31660168273266 0, 103.972627423208 1.31658305779088 0, 103.972566194739 1.31657417135403 0, 103.972507304312 1.31656562753747 0, 103.972469564383 1.31656554464707 0, 103.972410823583 1.31656544032598 0, 103.972351125087 1.31656818118012 0, 103.972206642054 1.31659940695496 0, 103.971726065551 1.31670370407448 0, 103.971632469032 1.31671763376344 0, 103.971554202035 1.31672046788028 0, 103.97145226512 1.31671683079534 0, 103.971338573844 1.3167049999365 0, 103.971166500854 1.31668710405181 0, 103.970986576322 1.31666868948733 0, 103.970865714837 1.31666060125491 0, 103.970762669912 1.31665511206922 0, 103.970689354269 1.31664802684081 0, 103.970618593825 1.31663594034634 0, 103.970560896469 1.31662371837631 0, 103.970490418913 1.3166088003047 0, 103.970421617175 1.31659431261463 0, 103.970213075656 1.31655895092603 0, 103.970036317017 1.31652952641177 0, 103.969819086351 1.31649062730368 0, 103.969438099463 1.31641324662002 0, 103.969281554303 1.31637868416268 0, 103.969201699212 1.31635829246336 0, 103.969148336174 1.31634072363246 0, 103.969107448729 1.31632590066462 0, 103.969038309103 1.31629396238123 0, 103.968959153112 1.31625740064029 0, 103.968808097166 1.31618897762788 0, 103.968545578209 1.31607221800975 0, 103.96844555125 1.31602819187971 0, 103.968385991632 1.31600686122223 0, 103.968331840759 1.31599265212069 0, 103.968272944744 1.31598011815495 0, 103.968047160813 1.3159403864316 0, 103.967865062181 1.31591142146133 0, 103.967795283835 1.31589856250397 0, 103.967749355697 1.3158865116556 0, 103.967715054913 1.31587709639183 0, 103.96732742965 1.31574867171534 0, 103.967280489762 1.31573682348956 0, 103.967225953501 1.31572409120689 0, 103.967182107602 1.31571763461955 0, 103.967121415876 1.31571407380394 0, 103.967086326667 1.31571395451268 0, 103.966680878786 1.31575544226546 0, 103.966571859444 1.31576691634433 0, 103.96651664471 1.3157698087485 0, 103.966455782156 1.31576430987754 0, 103.966317815492 1.31573071118126 0, 103.966091454063 1.3156613967117 0, 103.965868688509 1.31557265632665 0, 103.965463819862 1.3153861486942 0, 103.965065824215 1.31521583956153 0, 103.964891508679 1.31514887264676 0, 103.964756154621 1.3151072918176 0, 103.964634987355 1.31507550176037 0, 103.964497967329 1.31504983868549 0, 103.964379465628 1.31502700075674 0, 103.964281111726 1.31499757438348 0, 103.964060217559 1.31486665064788 0, 103.96400370814 1.31483712619489 0, 103.963956529744 1.31481720557718 0, 103.963923586006 1.31481191046129 0, 103.963875798323 1.31480790303366 0, 103.963837236523 1.31481335384546 0, 103.963780544673 1.31483519808179 0, 103.963741569651 1.3148600999391 0, 103.963714188208 1.31487758631977 0, 103.963641904365 1.31494397393102 0, 103.963506060564 1.31524810636341 0, 103.963391226847 1.31550520270763 0, 103.963249682361 1.31582209869558 0, 103.963184040201 1.31607288271924 0, 103.963184747292 1.31624531202533 0, 103.963156788019 1.31638355612769 0, 103.963107465019 1.31643813064862 0, 103.963040861543 1.31644851259831 0, 103.962750740153 1.31632980940753 0, 103.962481957039 1.31621929135628 0, 103.96235267008 1.31616278900698 0)",
272,kml_273,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>East Coast Park</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Eastern Coastal Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>EAC6CFF5FF94D7AE</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.975250690555 1.31693134779931 0, 103.974958448806 1.31687288396368 0, 103.974915060115 1.316864170204 0, 103.974831945531 1.31685234409068 0, 103.974681205847 1.31683412256929 0, 103.974574606834 1.31682277890756 0, 103.974477865119 1.31681538402803 0, 103.974410933768 1.31681025739553 0, 103.97429197746 1.31680669917261 0, 103.97420901198 1.31680983388881 0, 103.97414078179 1.31681293520771 0, 103.974064162088 1.3168202061099 0, 103.973963931356 1.31682967866289 0, 103.973776128643 1.3168326782338 0, 103.973571018864 1.31681735549275 0, 103.973493704751 1.31681158370862 0, 103.973436139786 1.31680500682737 0, 103.973366511377 1.31679066215743 0, 103.973282869049 1.31677344783231 0, 103.972698746509 1.31660168273266 0, 103.972627423208 1.31658305779088 0, 103.972566194739 1.31657417135403 0, 103.972507304312 1.31656562753747 0, 103.972469564383 1.31656554464707 0, 103.972410823583 1.31656544032598 0, 103.972351125087 1.31656818118012 0, 103.972206642054 1.31659940695496 0, 103.971726065551 1.31670370407448 0, 103.971632469032 1.31671763376344 0, 103.971554202035 1.31672046788028 0, 103.97145226512 1.31671683079534 0, 103.971338573844 1.3167049999365 0, 103.971166500854 1.31668710405181 0, 103.970986576322 1.31666868948733 0, 103.970865714837 1.31666060125491 0, 103.970762669912 1.31665511206922 0, 103.970689354269 1.31664802684081 0, 103.970618593825 1.31663594034634 0, 103.970560896469 1.31662371837631 0, 103.970490418913 1.3166088003047 0, 103.970421617175 1.31659431261463 0, 103.970213075656 1.31655895092603 0, 103.970036317017 1.31652952641177 0, 103.969819086351 1.31649062730368 0, 103.969438099463 1.31641324662002 0, 103.969281554303 1.31637868416268 0, 103.969201699212 1.31635829246336 0, 103.969148336174 1.31634072363246 0, 103.969107448729 1.31632590066462 0, 103.969038309103 1.31629396238123 0, 103.968959153112 1.31625740064029 0, 103.968808097166 1.31618897762788 0, 103.968545578209 1.31607221800975 0, 103.96844555125 1.31602819187971 0, 103.968385991632 1.31600686122223 0, 103.968331840759 1.31599265212069 0, 103.968272944744 1.31598011815495 0, 103.968047160813 1.3159403864316 0, 103.967865062181 1.31591142146133 0, 103.967795283835 1.31589856250397 0, 103.967749355697 1.3158865116556 0, 103.967715054913 1.31587709639183 0, 103.96732742965 1.31574867171534 0, 103.967280489762 1.31573682348956 0, 103.967225953501 1.31572409120689 0, 103.967182107602 1.31571763461955 0, 103.967121415876 1.31571407380394 0, 103.967086326667 1.31571395451268 0, 103.966680878786 1.31575544226546 0, 103.966571859444 1.31576691634433 0, 103.96651664471 1.3157698087485 0, 103.966455782156 1.31576430987754 0, 103.966317815492 1.31573071118126 0, 103.966091454063 1.3156613967117 0, 103.965868688509 1.31557265632665 0, 103.965463819862 1.3153861486942 0, 103.965065824215 1.31521583956153 0, 103.964891508679 1.31514887264676 0, 103.964756154621 1.3151072918176 0, 103.964634987355 1.31507550176037 0, 103.964497967329 1.31504983868549 0, 103.964379465628 1.31502700075674 0, 103.964281111726 1.31499757438348 0, 103.964060217559 1.31486665064788 0, 103.96400370814 1.31483712619489 0, 103.963956529744 1.31481720557718 0, 103.963923586006 1.31481191046129 0, 103.963875798323 1.31480790303366 0, 103.963837236523 1.31481335384546 0, 103.963780544673 1.31483519808179 0, 103.963741569651 1.3148600999391 0, 103.963714188208 1.31487758631977 0, 103.963641904365 1.31494397393102 0, 103.963506060564 1.31524810636341 0, 103.963391226847 1.31550520270763 0, 103.963249682361 1.31582209869558 0, 103.963184040201 1.31607288271924 0, 103.963184747292 1.31624531202533 0, 103.963156788019 1.31638355612769 0, 103.963107465019 1.31643813064862 0, 103.963040861543 1.31644851259831 0, 103.962750740153 1.31632980940753 0, 103.962481957039 1.31621929135628 0, 103.96235267008 1.31616278900698 0)",
273,kml_274,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>East Coast Park</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Eastern Coastal Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>EAC6CFF5FF94D7AE</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.975250690555 1.31693134779931 0, 103.974958448806 1.31687288396368 0, 103.974915060115 1.316864170204 0, 103.974831945531 1.31685234409068 0, 103.974681205847 1.31683412256929 0, 103.974574606834 1.31682277890756 0, 103.974477865119 1.31681538402803 0, 103.974410933768 1.31681025739553 0, 103.97429197746 1.31680669917261 0, 103.97420901198 1.31680983388881 0, 103.97414078179 1.31681293520771 0, 103.974064162088 1.3168202061099 0, 103.973963931356 1.31682967866289 0, 103.973776128643 1.3168326782338 0, 103.973571018864 1.31681735549275 0, 103.973493704751 1.31681158370862 0, 103.973436139786 1.31680500682737 0, 103.973366511377 1.31679066215743 0, 103.973282869049 1.31677344783231 0, 103.972698746509 1.31660168273266 0, 103.972627423208 1.31658305779088 0, 103.972566194739 1.31657417135403 0, 103.972507304312 1.31656562753747 0, 103.972469564383 1.31656554464707 0, 103.972410823583 1.31656544032598 0, 103.972351125087 1.31656818118012 0, 103.972206642054 1.31659940695496 0, 103.971726065551 1.31670370407448 0, 103.971632469032 1.31671763376344 0, 103.971554202035 1.31672046788028 0, 103.97145226512 1.31671683079534 0, 103.971338573844 1.3167049999365 0, 103.971166500854 1.31668710405181 0, 103.970986576322 1.31666868948733 0, 103.970865714837 1.31666060125491 0, 103.970762669912 1.31665511206922 0, 103.970689354269 1.31664802684081 0, 103.970618593825 1.31663594034634 0, 103.970560896469 1.31662371837631 0, 103.970490418913 1.3166088003047 0, 103.970421617175 1.31659431261463 0, 103.970213075656 1.31655895092603 0, 103.970036317017 1.31652952641177 0, 103.969819086351 1.31649062730368 0, 103.969438099463 1.31641324662002 0, 103.969281554303 1.31637868416268 0, 103.969201699212 1.31635829246336 0, 103.969148336174 1.31634072363246 0, 103.969107448729 1.31632590066462 0, 103.969038309103 1.31629396238123 0, 103.968959153112 1.31625740064029 0, 103.968808097166 1.31618897762788 0, 103.968545578209 1.31607221800975 0, 103.96844555125 1.31602819187971 0, 103.968385991632 1.31600686122223 0, 103.968331840759 1.31599265212069 0, 103.968272944744 1.31598011815495 0, 103.968047160813 1.3159403864316 0, 103.967865062181 1.31591142146133 0, 103.967795283835 1.31589856250397 0, 103.967749355697 1.3158865116556 0, 103.967715054913 1.31587709639183 0, 103.96732742965 1.31574867171534 0, 103.967280489762 1.31573682348956 0, 103.967225953501 1.31572409120689 0, 103.967182107602 1.31571763461955 0, 103.967121415876 1.31571407380394 0, 103.967086326667 1.31571395451268 0, 103.966680878786 1.31575544226546 0, 103.966571859444 1.31576691634433 0, 103.96651664471 1.3157698087485 0, 103.966455782156 1.31576430987754 0, 103.966317815492 1.31573071118126 0, 103.966091454063 1.3156613967117 0, 103.965868688509 1.31557265632665 0, 103.965463819862 1.3153861486942 0, 103.965065824215 1.31521583956153 0, 103.964891508679 1.31514887264676 0, 103.964756154621 1.3151072918176 0, 103.964634987355 1.31507550176037 0, 103.964497967329 1.31504983868549 0, 103.964379465628 1.31502700075674 0, 103.964281111726 1.31499757438348 0, 103.964060217559 1.31486665064788 0, 103.96400370814 1.31483712619489 0, 103.963956529744 1.31481720557718 0, 103.963923586006 1.31481191046129 0, 103.963875798323 1.31480790303366 0, 103.963837236523 1.31481335384546 0, 103.963780544673 1.31483519808179 0, 103.963741569651 1.3148600999391 0, 103.963714188208 1.31487758631977 0, 103.963641904365 1.31494397393102 0, 103.963506060564 1.31524810636341 0, 103.963391226847 1.31550520270763 0, 103.963249682361 1.31582209869558 0, 103.963184040201 1.31607288271924 0, 103.963184747292 1.31624531202533 0, 103.963156788019 1.31638355612769 0, 103.963107465019 1.31643813064862 0, 103.963040861543 1.31644851259831 0, 103.962750740153 1.31632980940753 0, 103.962481957039 1.31621929135628 0, 103.96235267008 1.31616278900698 0)",
274,kml_275,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Play Corridor</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Eastern Coastal Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>3F5F73B455BC276A</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.931305993147 1.30798533911686 0, 103.931294588287 1.30815762169984 0, 103.931511411601 1.30823801107936 0, 103.933078905098 1.30877494174433 0, 103.933920184163 1.30914323160781 0, 103.934390816589 1.3096054371793 0, 103.93448240508 1.30995387831637 0, 103.934511211626 1.31058156135416 0, 103.934417539708 1.31116034139936 0, 103.933910428142 1.31289115326406 0, 103.933607890678 1.31417913259073 0, 103.933811415992 1.31419031766487 0, 103.93370446937 1.31498884946511 0, 103.933365973198 1.31678834986187 0, 103.933163795295 1.31778813978196 0, 103.933155630839 1.31854952356584 0, 103.932967718453 1.31942136267483 0, 103.932286249095 1.32270169567916 0, 103.932111947486 1.32377846291317 0, 103.932127803046 1.32393000643197 0, 103.927277256444 1.32322173956059 0, 103.926772624443 1.32699305183504 0, 103.926459475441 1.32940609969833 0)",
275,kml_276,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Henderson Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>63E9FFF8487BBE6B</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.822796939127 1.28817494266493 0, 103.822792332334 1.28816887707057 0, 103.822778727597 1.28815188671104 0)",HENDERSON HILL
276,kml_277,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Henderson Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>421C6D6A54FB13A1</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.822778727597 1.28815188671104 0, 103.82271709071 1.28807491053292 0, 103.822715172411 1.28805416258596 0, 103.822721556657 1.28802668529479 0, 103.822744083343 1.28796168778129 0, 103.822730401409 1.28792642925072 0)",HENDERSON HILL
277,kml_278,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Henderson Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>9964F0D26D76D93E</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.822730401409 1.28792642925072 0, 103.822724295889 1.28791069598946 0, 103.822698907769 1.28787496442681 0, 103.822700136999 1.28786859227708 0, 103.822694141992 1.28785487122803 0, 103.822690092383 1.2878274282589 0, 103.822653002368 1.28762378864647 0, 103.822615430004 1.28738146030171 0, 103.822600630452 1.28730756187185 0, 103.822600922578 1.28728352204591 0, 103.82257669108 1.28720176374073 0, 103.822557724805 1.2871737392013 0, 103.822496788202 1.28702775455399 0, 103.822423069104 1.28685053670462 0, 103.822398248977 1.28679096156116 0, 103.822315643313 1.28661729420664 0, 103.822300199345 1.28658407139117 0, 103.8222435783 1.28647518109051 0, 103.82222396241 1.28644231095863 0, 103.822167073562 1.28634359295121 0, 103.822130576 1.28628803313364 0, 103.822105499667 1.28625912680797 0, 103.822067884331 1.28620203770349 0, 103.822048942326 1.28617464350259 0, 103.822030110832 1.28614970646141 0)",HENDERSON HILL
278,kml_279,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Henderson Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>858C3A5D07D773E0</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.822030110832 1.28614970646141 0, 103.82193530013 1.28602415758203 0, 103.821931059059 1.28601553534817 0)",HENDERSON HILL
279,kml_280,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Henderson Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>A6C2195C1BBA92B6</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20211014175946</td> </tr></table></center>","LINESTRING Z (103.821931059059 1.28601553534817 0, 103.821928759716 1.28601086158009 0, 103.821915148713 1.28599228767285 0, 103.821903719372 1.28597247931731 0, 103.821896540983 1.28596184666701 0, 103.82187602652 1.28593815944936 0, 103.821851089439 1.28591545073433 0, 103.821789782375 1.28584361313577 0, 103.821714303594 1.28576000606625 0, 103.821688708809 1.2857322419469 0, 103.821650162527 1.28569157971569 0, 103.82158800631 1.28562923522654 0, 103.821548412309 1.28559391416794 0, 103.821502128725 1.28554874273519 0, 103.821497545305 1.28554189938472 0, 103.821437028029 1.28548017891127 0, 103.821395087954 1.28544300117817 0, 103.821371397166 1.28541834174924 0, 103.821363274426 1.28540531162164 0, 103.821297958059 1.28534278442875 0, 103.82128870491 1.28533975928431 0, 103.82126947446 1.28531860248078 0, 103.821246193436 1.2852880737245 0, 103.821138775438 1.2851530868031 0, 103.821141454017 1.28514629503566 0, 103.821053505509 1.28502792681326 0, 103.821001899133 1.284953963985 0, 103.820937263991 1.2848682217394 0, 103.820917785584 1.28484004344299 0, 103.820878187209 1.28478470516141 0, 103.820850092812 1.28473488265728 0, 103.820825727408 1.28467420598377 0, 103.820811587275 1.28463630307715 0, 103.820779304069 1.28454965752625 0)",HENDERSON HILL
280,kml_281,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Alexandra Queensway PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Southern Ridges Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>371E47A1DF77B9A3</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.802145889279 1.28144387308494 0, 103.802105163848 1.28152448675954 0, 103.802084800683 1.28156479404874 0, 103.802064944289 1.28160535547046 0, 103.802045092388 1.28164592050953 0, 103.802025241384 1.28168648464407 0, 103.802005389481 1.28172704877839 0, 103.801985538476 1.28176761381692 0, 103.801965686572 1.2818081779509 0, 103.801945835565 1.28184874298906 0, 103.80192598366 1.28188930712265 0, 103.801906132652 1.28192987216045 0, 103.801886280746 1.28197043629369 0, 103.801866429737 1.28201100133112 0, 103.801846577829 1.28205156546398 0, 103.801826726819 1.28209212959668 0, 103.80180687491 1.28213269463355 0, 103.801787023898 1.28217325876587 0, 103.801767171988 1.28221382380238 0, 103.801747320975 1.28225438793435 0, 103.801727680219 1.28229505607069 0, 103.801708290152 1.28233584539484 0, 103.801688899187 1.28237663562319 0, 103.801669508221 1.28241742494698 0, 103.801650118152 1.28245821517499 0, 103.801630727185 1.28249900449843 0, 103.801611337115 1.28253979382172 0, 103.801591946147 1.28258058404917 0, 103.801572555178 1.28262137337208 0, 103.801553165106 1.2826621635992 0, 103.801533774136 1.28270295292176 0, 103.801514384063 1.28274374314853 0, 103.80149616478 1.28278504435588 0, 103.801479829721 1.28282716765427 0, 103.801465592742 1.28287002170555 0, 103.8014525589 1.28291329539709 0, 103.801442526168 1.28295735773228 0, 103.801433354233 1.28300160637734 0, 103.801427140282 1.28304639044341 0, 103.801422290311 1.28309131108566 0, 103.801419553701 1.28313644608887 0, 103.801419067031 1.28318162995599 0, 103.801419823939 1.28322684187404 0, 103.801423707765 1.28327187838453 0, 103.801428466769 1.28331682446953 0, 103.801436176581 1.28336137176667 0, 103.801445253074 1.28340562425801 0, 103.80145637914 1.28344943363627 0, 103.801469689564 1.28349258918613 0, 103.801484164499 1.28353539657007 0)",DEPOT ROAD
281,kml_282,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Woodsville PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Central Urban Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>66400ECACD94EAE5</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220214184553</td> </tr></table></center>","LINESTRING Z (103.868685068102 1.32725158755438 0, 103.868690489377 1.32720909048739 0, 103.868648582286 1.3271877553242 0, 103.868601507997 1.32713032885863 0, 103.868523051922 1.32702552499753 0, 103.868483110425 1.32697240501078 0, 103.868463139444 1.32692933494 0, 103.868444594318 1.32687549748565 0, 103.868438887142 1.32677930665253 0, 103.868421767374 1.32661563954269 0, 103.868421579526 1.32648448499691 0, 103.868394659359 1.32620216360271 0, 103.868368981063 1.32611602325545 0, 103.868346154811 1.32590426031533 0, 103.868311917251 1.32571546839371 0, 103.868266267487 1.32548576047247 0)",GEYLANG BAHRU
