,Name,Description,geometry,within
679,kml_680,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Jurong Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Western Adventure Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>F5064544D3E65FEC</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20201211202920</td> </tr></table></center>","LINESTRING Z (103.727847958298 1.35004792307781 0, 103.727905772452 1.35036524845378 0, 103.727907798751 1.35069793018908 0, 103.727897523682 1.35238598275334 0, 103.727895467359 1.35274946871292 0, 103.727899543843 1.35286036277133 0, 103.72789749443 1.35306366797769 0, 103.727899532229 1.35312938359501 0, 103.727873964968 1.35324401318381 0, 103.727828245013 1.35331072784081 0, 103.72708533439 1.35369489296386 0)",HONG KAH
680,kml_681,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Geylang PC (opp bank)</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Eastern Coastal Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>58ADC057378D860C</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20201211202920</td> </tr></table></center>","LINESTRING Z (103.889851898198 1.30778395959544 0, 103.889896282202 1.30763492839569 0, 103.88993431766 1.30751241601374 0, 103.889987568941 1.30738224693758 0, 103.890008883354 1.3072208337036 0, 103.890024875179 1.30711766346032 0, 103.890020074058 1.307029337925 0, 103.890002342955 1.30690575694504 0, 103.889974863979 1.30680279207474 0, 103.889937536684 1.30672895338428 0, 103.889902635576 1.30665991319519 0, 103.889802615531 1.30653514031532 0, 103.889733239253 1.30647823204588 0, 103.889679170903 1.30643388143184 0, 103.88956800949 1.30637621262532 0, 103.889537540315 1.30636040502304 0, 103.889463112326 1.30633984416567 0, 103.889383950764 1.30631797570145 0, 103.889126502677 1.30627515258123 0, 103.888978424316 1.30625052190537 0, 103.888831239117 1.30622603951649 0, 103.888678234012 1.30620058957796 0, 103.888516600133 1.30617370369003 0, 103.888363154744 1.30614818048813 0, 103.888152572359 1.30611315275788 0, 103.888021783914 1.30609139752349 0, 103.887909478644 1.30607271762148 0, 103.887793501002 1.30605342644411 0, 103.887423291235 1.30599184818103 0, 103.887312209798 1.30597337170724 0, 103.88714684247 1.30594586541612 0, 103.88692596453 1.30590912584103 0, 103.886787771154 1.30588613986006 0, 103.886639724283 1.30586151446905 0, 103.88648401548 1.30583561498275 0, 103.886346061424 1.30582693511192 0, 103.886206501549 1.30581265182574 0, 103.886092385641 1.30578968338337 0, 103.885887219586 1.30574678556625 0, 103.885742428875 1.30571312093085 0, 103.885585287923 1.30569295418364 0, 103.885402226471 1.30566663738462 0, 103.885229863822 1.30563074855711 0, 103.885087218931 1.30560084147255 0, 103.88496715894 1.30556734449079 0, 103.884875627928 1.30553982928524 0, 103.884792418212 1.30550513596468 0, 103.884680678746 1.30547044232332 0, 103.884561806962 1.30540823172745 0, 103.884444123984 1.30534721757547 0, 103.884357817012 1.30526904517579 0, 103.884274131292 1.30520013431532 0, 103.884190444525 1.30512356619842 0, 103.884121974055 1.30506231227621 0, 103.883913935493 1.30493243439103 0)",
681,kml_682,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Bukit Batok Nature Park</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Western Adventure Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>60E11B4CE3B025BE</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20201211202920</td> </tr></table></center>","LINESTRING Z (103.765784765371 1.34740215340854 0, 103.765744400051 1.34740734333031 0, 103.765620734786 1.34749942852938 0, 103.765376206073 1.34767892432907 0, 103.765298852858 1.34773092850148 0, 103.765190636315 1.34779842988507 0, 103.765075296239 1.34785626612659 0, 103.764953310997 1.34789254395019 0, 103.764894302234 1.34790047897891 0, 103.764822429664 1.34790839193731 0, 103.764764607246 1.34790760440756 0, 103.764684503356 1.34790109433474 0, 103.764599749761 1.34788209305445 0, 103.764453335145 1.34782855869433 0, 103.764391937308 1.3477974124658 0, 103.764322326993 1.3477530288288 0, 103.764148012065 1.34763547464683 0, 103.764036230008 1.34754391365925 0, 103.763921760648 1.34744221738485 0, 103.763772152334 1.34730261007057 0, 103.763612460637 1.34715397600251 0, 103.763548554621 1.3471026117249 0, 103.76350180679 1.34707733974007 0, 103.763374241285 1.34702672695655 0, 103.763267940376 1.34700272116426 0, 103.763189808117 1.34699090429406 0, 103.763068875733 1.34697412845776 0, 103.762946155286 1.34695478869223 0, 103.762836798318 1.34693291166487 0, 103.762694373658 1.34690208046712 0, 103.762652275429 1.34689297229573 0, 103.762589531769 1.34688698176693 0, 103.762532406582 1.34688896427174 0, 103.762424658752 1.34690483179918 0, 103.762306344574 1.34692639469485 0, 103.762213086725 1.34694965490698 0, 103.762137629426 1.34697106169309 0, 103.762069672396 1.34699316957939 0, 103.761978929349 1.3470255802087 0, 103.761893871449 1.34705963875295 0, 103.76178018499 1.34710723477362 0, 103.76172339597 1.34716702239097 0, 103.761252731265 1.3474456917289 0, 103.761132536306 1.34753030132244 0, 103.761116903731 1.34751005396089 0, 103.760962793213 1.34763353208651 0, 103.760963018737 1.34784711567485 0, 103.760977865454 1.34788485702582 0)",HILLVIEW
682,kml_683,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Dairy Farm Nature Park</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Western Adventure Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>3B90D8ADE05D522F</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20201211202920</td> </tr></table></center>","LINESTRING Z (103.779484431661 1.36258707588384 0, 103.779385949393 1.36283810158236 0, 103.779333785764 1.36287832018344 0, 103.779067566153 1.36320638664818 0, 103.779012989858 1.36328665675218 0, 103.778920623051 1.36366266204269 0, 103.77887024148 1.36385277718426 0, 103.778857642836 1.36400487010846 0, 103.778798863132 1.36427948068134 0, 103.77870230432 1.36446114438729 0, 103.778630933062 1.36465125904139 0, 103.778601541575 1.36482025052208 0, 103.778492388969 1.36497656460848 0, 103.778449882687 1.36511373483689 0, 103.778425837897 1.36519309312155 0)",NATURE RESERVE
683,kml_684,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Jurong Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Western Adventure Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>E41C82B1CB8CE3A6</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20201211202920</td> </tr></table></center>","LINESTRING Z (103.727830739695 1.34445822155087 0, 103.727851601939 1.34451198231268 0, 103.727908574072 1.34470357769461 0, 103.727917832498 1.34519298042965 0, 103.727908533106 1.34565809840256 0, 103.727921465517 1.3470310394515 0, 103.727891709656 1.34845254562703 0, 103.727884244897 1.34940146254863 0, 103.727886085543 1.34974703235386 0, 103.727854358814 1.34985879756233 0)",HONG KAH
684,kml_685,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Jurong Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Western Adventure Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>4078CBE4320B3A83</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20201211202920</td> </tr></table></center>","MULTILINESTRING Z ((103.707275944252 1.33442945883505 0, 103.706858513923 1.33327262399437 0, 103.706839089019 1.33321879172598 0), (103.707275944252 1.33442945883505 0, 103.707308390035 1.33450293271416 0, 103.707352606687 1.33458046145613 0, 103.707399105284 1.33464794104063 0, 103.707470994456 1.33473121390761 0, 103.707593175944 1.33497032546526 0, 103.707722747425 1.33522218167291 0, 103.708678233585 1.33796644772535 0, 103.708740773823 1.3380771304071 0, 103.708785670172 1.33811331985735 0, 103.708897098192 1.33813474446634 0, 103.708987499556 1.33812909952746 0, 103.709570983288 1.33804481370468 0), (103.707189445523 1.33453952431428 0, 103.707232057851 1.3344837490608 0, 103.707275944252 1.33442945883505 0), (103.707189445523 1.33453952431428 0, 103.707275944252 1.33442945883505 0), (103.707031455492 1.3347463185009 0, 103.70709918592 1.33465766555109 0, 103.707189445523 1.33453952431428 0))",KIAN TECK
685,kml_686,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Simpang Kiri Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>9342696DCB74899B</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20201211202920</td> </tr></table></center>","LINESTRING Z (103.844734320676 1.45883774696506 0, 103.843784777842 1.4582633342255 0, 103.842447540788 1.45745659710893 0, 103.838565517399 1.45511461800223 0, 103.834930211535 1.45290912753773 0, 103.833409191507 1.45198995822029 0, 103.833310835039 1.451908646886 0, 103.833233554384 1.45182380039089 0, 103.83318940069 1.45175397175815 0)",SEMBAWANG STRAITS
686,kml_687,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Bukit Panjang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Western Adventure Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>AFD92DCC8C86285E</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20210909090547</td> </tr></table></center>","MULTILINESTRING Z ((103.767069183439 1.38236700186048 0, 103.766961986177 1.38243264660028 0, 103.766885120792 1.3824803062064 0, 103.766830775864 1.38251408446374 0), (103.769777588703 1.38731621346868 0, 103.769904969016 1.38752148754846 0), (103.770596411506 1.38862790453297 0, 103.77060503114 1.38864359456723 0, 103.770678759672 1.38876875412645 0))",
687,kml_688,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Bukit Panjang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Western Adventure Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>04353F3484494A56</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20210909090547</td> </tr></table></center>","MULTILINESTRING Z ((103.767584428673 1.38374032222463 0, 103.767597252542 1.38376186542716 0), (103.76822555467 1.38479687092176 0, 103.7682715292 1.38486940124728 0), (103.768615144987 1.38541229475033 0, 103.768665650863 1.38549197328326 0))",SAUJANA
688,kml_689,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Bukit Panjang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Western Adventure Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>53551E9763B71808</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20210909090547</td> </tr></table></center>","LINESTRING Z (103.7682715292 1.38486940124728 0, 103.768425444872 1.38511574056948 0, 103.768520302455 1.38526792586908 0, 103.768615144987 1.38541229475033 0)",SAUJANA
689,kml_690,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Khatib Bongsu Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>9E369319CB73B41D</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.843551542094 1.4310442147688 0, 103.843707623303 1.43104049441551 0, 103.843713289443 1.43055344655205 0, 103.843713308845 1.43047180058789 0, 103.843713128939 1.43043013202649 0, 103.843711308968 1.43035904180492 0, 103.843709953724 1.4303223210232 0, 103.8436865808 1.4302084373086 0, 103.84367971092 1.43017848933237 0, 103.843664035547 1.43010899627988 0, 103.843650547424 1.43005573383458 0, 103.843630181491 1.43000744361242 0, 103.8436090266 1.42996068629027 0, 103.843589040777 1.42991307976502 0, 103.8435697415 1.42987004208245 0, 103.843539964588 1.42981840213804 0, 103.843515319594 1.42977814449321 0, 103.843484576716 1.42973067186077 0, 103.843468640963 1.42970736466753 0, 103.843420293677 1.42964330698439 0, 103.843354398614 1.42956693827273 0, 103.843316800397 1.42952450749624 0, 103.843167163284 1.42936007129143 0, 103.842272509529 1.42838414070339 0, 103.842248087481 1.42835875801944 0, 103.842191123719 1.42831214371214 0, 103.842157386854 1.42828481215925 0, 103.84212967238 1.42826337703478 0, 103.842078354511 1.42822518956498 0, 103.842036892442 1.42819612075693 0, 103.842003761272 1.42817938924779 0, 103.841928971284 1.42814437979805 0, 103.841899643872 1.42813164375245 0, 103.841847378982 1.42811725099757 0, 103.841792207148 1.42810375628552 0, 103.841738829809 1.42809144537779 0, 103.841681944378 1.42808258643835 0, 103.841294476495 1.42802967801584 0, 103.841170690849 1.42801877362483 0, 103.841095929727 1.42801183017462 0, 103.840975198404 1.42800242248477 0, 103.840839079576 1.42799072137246 0, 103.840845736194 1.42794286603417 0, 103.840850491408 1.42790075250806 0, 103.840861903268 1.42781939680466 0, 103.840870462177 1.4277629264901 0, 103.840878069495 1.42771219979334 0, 103.840928661978 1.42769262467057 0, 103.840932753945 1.42762495020707 0, 103.840930730791 1.42749618327383 0, 103.840930492268 1.42737541633702 0, 103.84092388716 1.42723666433762 0, 103.840920507414 1.42719358769063 0)",YISHUN EAST
690,kml_691,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Old Upper Thomson PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>1F71142514882EAD</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.827577726399 1.37754590047824 0, 103.827575347442 1.37810102998026 0, 103.827513108876 1.37837833412405 0, 103.827486275429 1.37847810623143 0, 103.827406544578 1.37864658908654 0, 103.827366409581 1.37872879478845 0, 103.827206837593 1.3789547163179 0, 103.827130289721 1.37902039285626 0, 103.826797145742 1.37918202354842 0, 103.826466992186 1.37933918121654 0, 103.826213575121 1.37945750928884 0, 103.826144043374 1.37948900989252 0, 103.826072775553 1.37952952880867 0, 103.825992755645 1.37956149421885 0, 103.825936354781 1.37958402446854 0, 103.82582562798 1.37959048399307 0, 103.825648189274 1.37958824150417 0, 103.825586374602 1.37957866951171 0, 103.825423755317 1.37953512021942 0, 103.82529346946 1.37948104241805 0, 103.825250167202 1.37947449196051 0, 103.825128988334 1.37943936422874 0, 103.824993472895 1.37935465829018 0, 103.824782428216 1.37916423913125 0, 103.824646480847 1.37900891860524 0, 103.824536538101 1.37888573475029 0, 103.824477285493 1.37882009034883 0, 103.824423054097 1.3787600096134 0, 103.824396810462 1.37873093510948 0, 103.824323830287 1.37868256581739 0, 103.824258473595 1.37863924923511 0, 103.824139138743 1.3785817502024 0, 103.824048915687 1.37857513623465 0, 103.823931264528 1.37857927414072 0, 103.823834665976 1.37860218853524 0, 103.823758562109 1.37862010458784 0, 103.823639576331 1.37868250161621 0, 103.82357957934 1.37871355633214 0, 103.823474339811 1.37880527289627 0, 103.823440087856 1.37883512310261 0, 103.823386640441 1.37889528028105 0, 103.823333642314 1.37895493282491 0, 103.823263162347 1.37903426064077 0, 103.823184461285 1.37912284187371 0, 103.823118758151 1.37919679326041 0, 103.823015543864 1.37931296562892 0, 103.82294463706 1.37939081027576 0, 103.822864633951 1.3794772137829 0, 103.822803738305 1.37951994562526 0, 103.822737168181 1.37955822977749 0, 103.822672793265 1.37959805135684 0, 103.822638330238 1.37960226915582 0, 103.822572844825 1.37961028423859 0, 103.822532060352 1.37960931728732 0, 103.822429491809 1.37959064712208 0, 103.822378384561 1.3795805596076 0, 103.822130816928 1.37951975804278 0, 103.822091525038 1.37950819827315 0, 103.822046679043 1.37950098123324 0, 103.821994193406 1.37948663053109 0, 103.821883388591 1.37945801229655 0, 103.821622723042 1.37946429906432 0, 103.821408513454 1.37953323225016 0, 103.821308463233 1.3795927741776 0, 103.821235897774 1.37963595900638 0, 103.821169253796 1.37970239054493 0, 103.8210951597 1.37977624958605 0, 103.821014653052 1.37991274756825 0, 103.820954023029 1.38001554452015 0, 103.820832802544 1.3802138483394 0, 103.820809026931 1.38025931150555 0, 103.820763327929 1.3802997300115 0, 103.820678278547 1.38034261993346 0, 103.82057715995 1.38038718555247 0, 103.82051066442 1.38041215197462 0, 103.820395017729 1.38044535869273 0, 103.820340359165 1.38046105363324 0, 103.82017236711 1.38045969525294 0, 103.820101642127 1.38045907265542 0, 103.819939973349 1.38045608010794 0, 103.819780675027 1.3804502216329 0, 103.819624420194 1.38044129917894 0, 103.819541150234 1.38043753382631 0, 103.819487049786 1.38043490542763 0, 103.819304816494 1.3803884607304 0, 103.819124424396 1.38034061969193 0, 103.818976835585 1.38030487018833 0, 103.818768930087 1.38025188312338 0, 103.818754016484 1.38024639625396 0, 103.818515323369 1.38015779873277 0, 103.818307580702 1.38007837435042 0, 103.817935131914 1.38002890323301 0, 103.817807896228 1.38007263021739 0, 103.817736488178 1.38009694176943 0, 103.81770470194 1.38010857982203 0, 103.817641960652 1.38013043698411 0, 103.817581703299 1.38024673781609 0, 103.817554774484 1.38029871054114 0, 103.817575543666 1.38050555323578 0, 103.817615159028 1.38065521853506 0, 103.817630330216 1.38070734437801 0, 103.817732560758 1.38088620748773 0, 103.817845871289 1.38111879803648 0, 103.81795004541 1.38130873147108 0, 103.818101555913 1.38158497320096 0, 103.818230989629 1.38181933277093 0, 103.818351849303 1.3820324541912 0, 103.818419645134 1.38215200342362 0, 103.818588444853 1.38248879241126 0, 103.818785774374 1.38282677622753 0, 103.819002716935 1.38320125123995 0, 103.819111764188 1.38339519008036 0, 103.819187564259 1.38357333218766 0, 103.819208226546 1.38380225400987 0, 103.819230541801 1.3841015769731 0, 103.819257674702 1.38448946705834 0, 103.8192660135 1.38494440839637 0, 103.819276946222 1.38513958019192 0, 103.819286382076 1.38530803073089 0, 103.819246590571 1.38543610473415 0, 103.819151663537 1.38567932747347 0, 103.8189807083 1.38601159615177 0, 103.818880290107 1.38623949529907 0, 103.818787119882 1.3864562463896 0, 103.818695987434 1.38655548350919 0, 103.818625997955 1.38659534020862 0, 103.818496179233 1.38666926663917 0, 103.818179524474 1.38666045520976 0, 103.818026637337 1.38661577320591 0, 103.817911422186 1.3865627649589 0, 103.817632290953 1.38644051297879 0, 103.817380937322 1.38633672374788 0, 103.817126265688 1.38630350561761 0, 103.816984628049 1.38636435206483 0, 103.816854143657 1.38640745405309 0, 103.816729868977 1.38650015864125 0, 103.816681522294 1.38658135482349 0, 103.816598460142 1.38677009864342 0, 103.816577061881 1.38683470355066 0, 103.816550908492 1.38700698563303 0, 103.816638873131 1.38735394193486 0, 103.816752991096 1.38766979281364 0, 103.816936055743 1.38789471759189 0, 103.817126254211 1.38799043138259 0, 103.817511406303 1.38820578571147 0, 103.81768020763 1.38834217670688 0, 103.817723821322 1.38842641127915 0, 103.817801281098 1.38860751522759 0, 103.817856139381 1.38872502594906 0, 103.817821659301 1.38884248453214 0, 103.817675503583 1.38902419834687 0, 103.817608876277 1.389232298413 0, 103.817535171405 1.38962950277164 0, 103.81751377315 1.38982810550588 0, 103.81768019325 1.39052680385393 0, 103.817825216615 1.39106997131806 0)",CENTRAL WATER CATCHMENT
691,kml_692,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Marsiling Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>55923E86E47E8D12</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.771259347737 1.44274203092125 0, 103.771299475703 1.442768330904 0, 103.771335968816 1.44279558850702 0, 103.77136860153 1.44282372323598 0, 103.771398023516 1.44285332294491 0, 103.771424434255 1.44288462639128 0, 103.771448132073 1.44291798718935 0, 103.77146934161 1.44295372187247 0, 103.771485763422 1.44298929002163 0, 103.77153089148 1.44307155936632 0, 103.771547876708 1.44310742597031 0, 103.771560002266 1.44314521150009 0, 103.771563014786 1.44316297146671 0, 103.771564050403 1.44318026382353 0, 103.77156047488 1.4432136238751 0, 103.771554244672 1.44325541071028 0, 103.771533239585 1.44333534227634 0, 103.771532827655 1.44341569402981 0, 103.771533830755 1.44347246545621 0, 103.771544619282 1.4435405534467 0, 103.771573059567 1.44368644971058 0, 103.771585440535 1.44374996709282 0, 103.771579778243 1.44379163185432 0, 103.771570890082 1.44382961576944 0, 103.77154582348 1.4439038479272 0, 103.771536380054 1.44393925620059 0, 103.771521336203 1.44402128605138 0, 103.771511492682 1.44409803818079 0, 103.771508443847 1.44412723727134 0, 103.771502193097 1.44419748441458 0, 103.7714955735 1.4444162560167 0, 103.771493017228 1.44457354459909 0, 103.771493764605 1.44471598181967 0, 103.771498004266 1.44484624550306 0, 103.771498703184 1.4448865566063 0, 103.771500316882 1.44492662807835 0, 103.771501565185 1.44495431519108 0, 103.771499948805 1.44501342703687 0, 103.771500666039 1.4450410535427 0, 103.771510677668 1.44509488332165 0, 103.771503759796 1.4451783070173 0, 103.771516216892 1.44525136724162 0, 103.771518157136 1.44527834444815 0, 103.771518189595 1.44530749750019 0, 103.771512491576 1.44537415343159 0, 103.7715069482 1.44540442774122 0, 103.77148555639 1.44549548838695 0, 103.771481200904 1.44552784276429 0, 103.771478968748 1.44556240294157 0, 103.771479889175 1.44568557270837 0, 103.771477296157 1.44573947358639 0, 103.771472428168 1.44581614355342 0, 103.771473702458 1.44587970856216 0, 103.771495446042 1.44593929764717 0, 103.771516975491 1.44597562288806 0, 103.771544792701 1.44600218389189 0, 103.771575462066 1.44602874497347 0, 103.771582430822 1.44605754732234 0, 103.771585888148 1.4461086810147 0)",NORTH COAST
692,kml_693,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Woodlands Ave 2 Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>9E059B512AFDAF86</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.785771899922 1.44046974191053 0, 103.785863996495 1.44041368778018 0, 103.786051250772 1.44031993814925 0, 103.786178282434 1.44024702106969 0, 103.786254072718 1.44016331747997 0, 103.786346142426 1.44014551699744 0, 103.786430439872 1.44009818707529 0, 103.786596323641 1.44000584957056 0, 103.786681291463 1.43995690355504 0)",WOODLANDS REGIONAL CENTRE
693,kml_694,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Woodlands Ave 2 Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>E36213A1077E965B</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.788301543169 1.43506010020032 0, 103.78835318994 1.43501278492445 0, 103.788302180556 1.43472398447386 0, 103.788132189299 1.43456518753108 0)",
